"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "MaxPVal"
"OG0004579" "Lodge" "Pinsyl_asmbl_103132.p1.p1" "Asp" "Potra2n17c31542" "1.00e+00"
"OG0004579" "Lodge" "Pinsyl_asmbl_103132.p1.p1" "Asp" "Potra2n2c5487" "1.00e+00"
"OG0004648" "Lodge" "Pinsyl_asmbl_104798.p1.p1" "Asp" "Potra2n8c16807" "1.00e+00"
"OG0011596" "Lodge" "Pinsyl_asmbl_106687.p1.p1" "Asp" "Potra2n3c7574" "1.00e+00"
"OG0011482" "Lodge" "Pinsyl_asmbl_108036.p1.p1" "Asp" "Potra2n10c20893" "1.00e+00"
"OG0010697" "Lodge" "Pinsyl_asmbl_111936.p1.p1" "Asp" "Potra2n6c13155" "1.00e+00"
"OG0000653" "Lodge" "Pinsyl_asmbl_112431.p1.p1" "Asp" "Potra2n3c7341" "1.00e+00"
"OG0000653" "Lodge" "Pinsyl_asmbl_112433.p1.p1" "Asp" "Potra2n3c7341" "1.00e+00"
"OG0008380" "Lodge" "Pinsyl_asmbl_113261.p1.p1" "Asp" "Potra2n14c27225" "1.00e+00"
"OG0012506" "Lodge" "Pinsyl_asmbl_114270.p1.p1" "Asp" "Potra2n4c10302" "1.00e+00"
"OG0004640" "Lodge" "Pinsyl_asmbl_115237.p2.p1" "Asp" "Potra2n8c17269" "1.00e+00"
"OG0006118" "Lodge" "Pinsyl_asmbl_116776.p1.p1" "Asp" "Potra2n2c5771" "1.00e+00"
"OG0007548" "Lodge" "Pinsyl_asmbl_117089.p1.p1" "Asp" "Potra2n7c15820" "1.00e+00"
"OG0006537" "Lodge" "Pinsyl_asmbl_120377.p1.p1" "Asp" "Potra2n9c18640" "1.00e+00"
"OG0008535" "Lodge" "Pinsyl_asmbl_120914.p1.p1" "Asp" "Potra2n14c26927" "1.00e+00"
"OG0008535" "Lodge" "Pinsyl_asmbl_120914.p1.p1" "Asp" "Potra2n2c5039" "1.00e+00"
"OG0007403" "Lodge" "Pinsyl_asmbl_130168.p1.p1" "Asp" "Potra2n10c22163" "1.00e+00"
"OG0011652" "Lodge" "Pinsyl_asmbl_133009.p1.p1" "Asp" "Potra2n19c33697" "1.00e+00"
"OG0000632" "Lodge" "Pinsyl_asmbl_133904.p1.p1" "Asp" "Potra2n2c4724" "1.00e+00"
"OG0000632" "Lodge" "Pinsyl_asmbl_133904.p1.p1" "Asp" "Potra2n7c16243" "1.00e+00"
"OG0002316" "Lodge" "Pinsyl_asmbl_135448.p1.p1" "Asp" "Potra2n14c27010" "1.00e+00"
"OG0002316" "Lodge" "Pinsyl_asmbl_135448.p1.p1" "Asp" "Potra2n1c849" "1.00e+00"
"OG0002316" "Lodge" "Pinsyl_asmbl_135448.p1.p1" "Asp" "Potra2n2c4956" "1.00e+00"
"OG0002316" "Lodge" "Pinsyl_asmbl_135448.p1.p1" "Asp" "Potra2n3c7326" "1.00e+00"
"OG0007461" "Lodge" "Pinsyl_asmbl_139118.p1.p1" "Asp" "Potra2n1c594" "1.00e+00"
"OG0007114" "Lodge" "Pinsyl_asmbl_14385.p1.p1" "Asp" "Potra2n11c22564" "1.00e+00"
"OG0008016" "Lodge" "Pinsyl_asmbl_18118.p1.p1" "Asp" "Potra2n18c32560" "1.00e+00"
"OG0008016" "Lodge" "Pinsyl_asmbl_18118.p1.p1" "Asp" "Potra2n6c13912" "1.00e+00"
"OG0006404" "Lodge" "Pinsyl_asmbl_19111.p1.p1" "Asp" "Potra2n1c3080" "1.00e+00"
"OG0004640" "Lodge" "Pinsyl_asmbl_20030.p1.p1" "Asp" "Potra2n8c17269" "1.00e+00"
"OG0007986" "Lodge" "Pinsyl_asmbl_23478.p1.p1" "Asp" "Potra2n15c28849" "1.00e+00"
"OG0003441" "Lodge" "Pinsyl_asmbl_24367.p1.p1" "Asp" "Potra2n11c23417" "1.00e+00"
"OG0003441" "Lodge" "Pinsyl_asmbl_24367.p1.p1" "Asp" "Potra2n4c8632" "1.00e+00"
"OG0008281" "Lodge" "Pinsyl_asmbl_3238.p1.p1" "Asp" "Potra2n18c32340" "1.00e+00"
"OG0004610" "Lodge" "Pinsyl_asmbl_33564.p1.p1" "Asp" "Potra2n4c9274" "1.00e+00"
"OG0003476" "Lodge" "Pinsyl_asmbl_36054.p1.p1" "Asp" "Potra2n16c30019" "1.00e+00"
"OG0003476" "Lodge" "Pinsyl_asmbl_36054.p1.p1" "Asp" "Potra2n6c14139" "1.00e+00"
"OG0004627" "Lodge" "Pinsyl_asmbl_36431.p1.p1" "Asp" "Potra2n3c8011" "1.00e+00"
"OG0004627" "Lodge" "Pinsyl_asmbl_36431.p1.p1" "Asp" "Potra2n9c19769" "1.00e+00"
"OG0004627" "Lodge" "Pinsyl_asmbl_36433.p1.p1" "Asp" "Potra2n9c19769" "1.00e+00"
"OG0010700" "Lodge" "Pinsyl_asmbl_39881.p1.p1" "Asp" "Potra2n8c17974" "1.00e+00"
"OG0002316" "Lodge" "Pinsyl_asmbl_43325.p1.p1" "Asp" "Potra2n14c27010" "1.00e+00"
"OG0002316" "Lodge" "Pinsyl_asmbl_43325.p1.p1" "Asp" "Potra2n1c849" "1.00e+00"
"OG0002316" "Lodge" "Pinsyl_asmbl_43325.p1.p1" "Asp" "Potra2n2c4956" "1.00e+00"
"OG0004519" "Lodge" "Pinsyl_asmbl_45878.p1.p1" "Asp" "Potra2n10c21128" "1.00e+00"
"OG0004519" "Lodge" "Pinsyl_asmbl_45879.p1.p1" "Asp" "Potra2n10c21128" "1.00e+00"
"OG0004519" "Lodge" "Pinsyl_asmbl_45879.p1.p1" "Asp" "Potra2n8c17563" "1.00e+00"
"OG0004519" "Lodge" "Pinsyl_asmbl_45881.p1.p1" "Asp" "Potra2n10c21128" "1.00e+00"
"OG0004519" "Lodge" "Pinsyl_asmbl_45881.p1.p1" "Asp" "Potra2n8c17563" "1.00e+00"
"OG0006477" "Lodge" "Pinsyl_asmbl_46482.p1.p1" "Asp" "Potra2n15c28700" "1.00e+00"
"OG0006477" "Lodge" "Pinsyl_asmbl_46487.p1.p1" "Asp" "Potra2n15c28700" "1.00e+00"
"OG0006729" "Lodge" "Pinsyl_asmbl_47196.p1.p1" "Asp" "Potra2n3c8291" "1.00e+00"
"OG0006410" "Lodge" "Pinsyl_asmbl_48921.p1.p1" "Asp" "Potra2n15c28643" "1.00e+00"
"OG0005175" "Lodge" "Pinsyl_asmbl_50641.p1.p1" "Asp" "Potra2n2c4371" "1.00e+00"
"OG0007114" "Lodge" "Pinsyl_asmbl_51313.p1.p1" "Asp" "Potra2n11c22564" "1.00e+00"
"OG0006328" "Lodge" "Pinsyl_asmbl_53440.p1.p1" "Asp" "Potra2n3c6831" "1.00e+00"
"OG0009770" "Lodge" "Pinsyl_asmbl_59782.p1.p1" "Asp" "Potra2n1c658" "1.00e+00"
"OG0009770" "Lodge" "Pinsyl_asmbl_59782.p1.p1" "Asp" "Potra2n3c7147" "1.00e+00"
"OG0004805" "Lodge" "Pinsyl_asmbl_59953.p1.p1" "Asp" "Potra2n9c19041" "1.00e+00"
"OG0004805" "Lodge" "Pinsyl_asmbl_59953.p1.p1" "Asp" "Potra2n9c19043" "1.00e+00"
"OG0004627" "Lodge" "Pinsyl_asmbl_62922.p1.p1" "Asp" "Potra2n3c8011" "1.00e+00"
"OG0004627" "Lodge" "Pinsyl_asmbl_62922.p1.p1" "Asp" "Potra2n9c19769" "1.00e+00"
"OG0009222" "Lodge" "Pinsyl_asmbl_63253.p1.p1" "Asp" "Potra2n6c15071" "1.00e+00"
"OG0005483" "Lodge" "Pinsyl_asmbl_65291.p1.p1" "Asp" "Potra2n19c33589" "1.00e+00"
"OG0004576" "Lodge" "Pinsyl_asmbl_66981.p1.p1" "Asp" "Potra2n6c13723" "1.00e+00"
"OG0004579" "Lodge" "Pinsyl_asmbl_67868.p1.p1" "Asp" "Potra2n17c31542" "1.00e+00"
"OG0004579" "Lodge" "Pinsyl_asmbl_67868.p1.p1" "Asp" "Potra2n2c5487" "1.00e+00"
"OG0009137" "Lodge" "Pinsyl_asmbl_70823.p1.p1" "Asp" "Potra2n15c28448" "1.00e+00"
"OG0007474" "Lodge" "Pinsyl_asmbl_72679.p1.p1" "Asp" "Potra2n1c3152" "1.00e+00"
"OG0004219" "Lodge" "Pinsyl_asmbl_76539.p1.p1" "Asp" "Potra2n2c5351" "1.00e+00"
"OG0004769" "Lodge" "Pinsyl_asmbl_76812.p1.p1" "Asp" "Potra2n1c723" "1.00e+00"
"OG0004769" "Lodge" "Pinsyl_asmbl_76812.p1.p1" "Asp" "Potra2n3c7205" "1.00e+00"
"OG0008281" "Lodge" "Pinsyl_asmbl_77972.p1.p1" "Asp" "Potra2n18c32340" "1.00e+00"
"OG0007461" "Lodge" "Pinsyl_asmbl_79841.p1.p1" "Asp" "Potra2n1c594" "1.00e+00"
"OG0006410" "Lodge" "Pinsyl_asmbl_79956.p1.p1" "Asp" "Potra2n15c28643" "1.00e+00"
"OG0004174" "Lodge" "Pinsyl_asmbl_81841.p1.p1" "Asp" "Potra2n13c25478" "1.00e+00"
"OG0012416" "Lodge" "Pinsyl_asmbl_84598.p1.p1" "Asp" "Potra2n1c3954" "1.00e+00"
"OG0003734" "Lodge" "Pinsyl_asmbl_88620.p1.p1" "Asp" "Potra2n12c24306" "1.00e+00"
"OG0004219" "Lodge" "Pinsyl_asmbl_94205.p1.p1" "Asp" "Potra2n2c5351" "1.00e+00"
"OG0004219" "Lodge" "Pinsyl_asmbl_94209.p1.p1" "Asp" "Potra2n2c5351" "1.00e+00"
"OG0005707" "Lodge" "Pinsyl_asmbl_95448.p1.p1" "Asp" "Potra2n3c7901" "1.00e+00"
"OG0007959" "Lodge" "Pinsyl_asmbl_96107.p1.p1" "Asp" "Potra2n14c26623" "1.00e+00"
"OG0010656" "Lodge" "Pinsyl_asmbl_98996.p1.p1" "Asp" "Potra2n1c2509" "1.00e+00"
"OG0006870" "Lodge" "Pinsyl_asmbl_99042.p1.p1" "Asp" "Potra2n287s35199" "1.00e+00"
"OG0006870" "Lodge" "Pinsyl_asmbl_99042.p1.p1" "Asp" "Potra2n3c8140" "1.00e+00"
"OG0003008" "Lodge" "Pinsyl_asmbl_142453.p1.p1" "Nor" "PICAB_chr01_M00000278865" " 4.60e-75"
"OG0003008" "Lodge" "Pinsyl_asmbl_24781.p1.p1" "Nor" "PICAB_chr01_M00000278865" " 2.15e-69"
"OG0009963" "Lodge" "Pinsyl_asmbl_56755.p1.p1" "Nor" "PICAB_chr11_M00003077954" " 1.80e-59"
"OG0015210" "Lodge" "Pinsyl_asmbl_95800.p1.p1" "Nor" "PICAB_chr04_M00001162121" " 2.10e-51"
"OG0004519" "Lodge" "Pinsyl_asmbl_45881.p1.p1" "Nor" "PICAB_chr10_M00002858836" " 1.12e-46"
"OG0004519" "Lodge" "Pinsyl_asmbl_45879.p1.p1" "Nor" "PICAB_chr10_M00002858836" " 4.14e-41"
"OG0010881" "Lodge" "Pinsyl_asmbl_57398.p1.p1" "Nor" "PICAB_chr01_M00000225403" " 4.28e-34"
"OG0020207" "Lodge" "Pinsyl_asmbl_37802.p1.p1" "Nor" "PICAB_chr07_M00002003941" " 7.66e-34"
"OG0019639" "Lodge" "Pinsyl_asmbl_76106.p1.p1" "Nor" "PICAB_chr02_M00000561648" " 9.04e-34"
"OG0003008" "Lodge" "Pinsyl_asmbl_24781.p1.p1" "Nor" "PICAB_chr01_M00000278975" " 2.20e-32"
"OG0003008" "Lodge" "Pinsyl_asmbl_142453.p1.p1" "Nor" "PICAB_chr01_M00000278913" " 1.07e-31"
"OG0003008" "Lodge" "Pinsyl_asmbl_142453.p1.p1" "Nor" "PICAB_chr01_M00000278975" " 1.44e-31"
"OG0000109" "Lodge" "Pinsyl_asmbl_49309.p1.p1" "Nor" "PICAB_cUL09_M00003505813" " 2.60e-30"
"OG0009963" "Lodge" "Pinsyl_asmbl_56759.p1.p1" "Nor" "PICAB_chr11_M00003077954" " 1.25e-27"
"OG0003008" "Lodge" "Pinsyl_asmbl_24781.p1.p1" "Nor" "PICAB_chr01_M00000278913" " 5.97e-27"
"OG0019944" "Lodge" "Pinsyl_asmbl_68620.p1.p1" "Nor" "PICAB_chr05_M00001367598" " 2.02e-26"
"OG0000109" "Lodge" "Pinsyl_asmbl_49595.p1.p1" "Nor" "PICAB_cUL09_M00003505813" " 7.45e-26"
"OG0008733" "Lodge" "Pinsyl_asmbl_26741.p1.p1" "Nor" "PICAB_chr04_M00001024432" " 4.71e-23"
"OG0003008" "Lodge" "Pinsyl_asmbl_142453.p1.p1" "Nor" "PICAB_chr01_M00000283352" " 1.49e-20"
"OG0003008" "Lodge" "Pinsyl_asmbl_24781.p1.p1" "Nor" "PICAB_chr01_M00000283352" " 2.69e-19"
"OG0004769" "Lodge" "Pinsyl_asmbl_76812.p1.p1" "Nor" "PICAB_chr05_M00001327181" " 6.82e-19"
"OG0017119" "Lodge" "Pinsyl_asmbl_40002.p1.p1" "Nor" "PICAB_chr05_M00001405337" " 1.95e-18"
"OG0020390" "Lodge" "Pinsyl_asmbl_64713.p1.p1" "Nor" "PICAB_chr09_M00002459141" " 4.59e-17"
"OG0020290" "Lodge" "Pinsyl_asmbl_118024.p1.p1" "Nor" "PICAB_chr08_M00002211666" " 1.42e-16"
"OG0017561" "Lodge" "Pinsyl_asmbl_112747.p1.p1" "Nor" "PICAB_sUL03_M00000016097" " 3.69e-16"
"OG0015459" "Lodge" "Pinsyl_asmbl_112111.p1.p1" "Nor" "PICAB_chr07_M00002014525" " 3.33e-15"
"OG0001053" "Lodge" "Pinsyl_asmbl_56303.p2.p1" "Nor" "PICAB_chr04_M00001073987" " 5.39e-15"
"OG0012911" "Lodge" "Pinsyl_asmbl_42859.p1.p1" "Nor" "PICAB_chr09_M00002506516" " 4.92e-14"
"OG0001173" "Lodge" "Pinsyl_asmbl_66237.p1.p1" "Nor" "PICAB_chr10_M00002882404" " 1.77e-13"
"OG0009978" "Lodge" "Pinsyl_asmbl_5903.p1.p1" "Nor" "PICAB_chr06_M00001547364" " 9.14e-12"
"OG0017143" "Lodge" "Pinsyl_asmbl_127184.p1.p1" "Nor" "PICAB_chr03_M00000836266" " 1.10e-09"
"OG0013849" "Lodge" "Pinsyl_asmbl_100549.p1.p1" "Nor" "PICAB_chr11_M00003036806" " 1.23e-09"
"OG0015158" "Lodge" "Pinsyl_asmbl_100962.p1.p1" "Nor" "PICAB_chr03_M00000798479" " 1.80e-09"
"OG0020471" "Lodge" "Pinsyl_asmbl_79629.p1.p1" "Nor" "PICAB_chr10_M00002688148" " 2.08e-09"
"OG0001173" "Lodge" "Pinsyl_asmbl_66234.p1.p1" "Nor" "PICAB_chr10_M00002882404" " 2.77e-09"
"OG0019499" "Lodge" "Pinsyl_asmbl_118801.p1.p1" "Nor" "PICAB_chr01_M00000199195" " 3.41e-09"
"OG0014833" "Lodge" "Pinsyl_asmbl_142894.p1.p1" "Nor" "PICAB_chr03_M00000831025" " 5.54e-09"
"OG0020708" "Lodge" "Pinsyl_asmbl_131321.p1.p1" "Nor" "PICAB_chr12_M00003376326" " 8.58e-09"
"OG0015374" "Lodge" "Pinsyl_asmbl_112630.p1.p1" "Nor" "PICAB_chr03_M00000826649" " 1.18e-08"
"OG0003008" "Lodge" "Pinsyl_asmbl_142453.p1.p1" "Nor" "PICAB_chr01_M00000281457" " 5.26e-08"
"OG0015158" "Lodge" "Pinsyl_asmbl_23892.p1.p1" "Nor" "PICAB_chr03_M00000798479" " 1.25e-07"
"OG0001173" "Lodge" "Pinsyl_asmbl_66234.p1.p1" "Nor" "PICAB_chr10_M00002882594" " 1.73e-07"
"OG0013816" "Lodge" "Pinsyl_asmbl_100763.p1.p1" "Nor" "PICAB_chr03_M00000800633" " 2.18e-07"
"OG0007959" "Lodge" "Pinsyl_asmbl_96107.p1.p1" "Nor" "PICAB_chr01_M00000208984" " 9.08e-07"
"OG0017045" "Lodge" "Pinsyl_asmbl_25286.p1.p1" "Nor" "PICAB_chr01_M00000298619" " 9.41e-07"
"OG0019384" "Lodge" "Pinsyl_asmbl_66122.p1.p1" "Nor" "PICAB_cUL09_M00003461213" " 1.18e-06"
"OG0010381" "Lodge" "Pinsyl_asmbl_9697.p1.p1" "Nor" "PICAB_chr08_M00002209272" " 2.28e-06"
"OG0012852" "Lodge" "Pinsyl_asmbl_116864.p1.p1" "Nor" "PICAB_chr04_M00001056702" " 3.62e-06"
"OG0014020" "Lodge" "Pinsyl_asmbl_11329.p1.p1" "Nor" "PICAB_chr11_M00003111422" " 4.22e-06"
"OG0005483" "Lodge" "Pinsyl_asmbl_65291.p1.p1" "Nor" "PICAB_chr01_M00000061874" " 4.81e-06"
"OG0009137" "Lodge" "Pinsyl_asmbl_70823.p1.p1" "Nor" "PICAB_chr02_M00000448781" " 8.30e-06"
"OG0019889" "Lodge" "Pinsyl_asmbl_64765.p1.p1" "Nor" "PICAB_chr05_M00001228910" " 1.03e-05"
"OG0007039" "Lodge" "Pinsyl_asmbl_23700.p1.p1" "Nor" "PICAB_chr04_M00001116097" " 1.20e-05"
"OG0015161" "Lodge" "Pinsyl_asmbl_4158.p1.p1" "Nor" "PICAB_chr11_M00003056176" " 2.06e-05"
"OG0013799" "Lodge" "Pinsyl_asmbl_5342.p1.p1" "Nor" "PICAB_chr10_M00002930246" " 2.91e-05"
"OG0003008" "Lodge" "Pinsyl_asmbl_24781.p1.p1" "Nor" "PICAB_chr01_M00000281457" " 4.84e-05"
"OG0005761" "Lodge" "Pinsyl_asmbl_122262.p1.p1" "Nor" "PICAB_sUL01_M00001220077" " 5.87e-05"
"OG0024845" "Lodge" "Pinsyl_asmbl_115298.p1.p1" "Nor" "PICAB_chr02_M00000526814" " 8.18e-05"
"OG0012398" "Lodge" "Pinsyl_asmbl_102815.p1.p1" "Nor" "PICAB_chr02_M00000580399" " 8.36e-05"
"OG0004610" "Lodge" "Pinsyl_asmbl_33564.p1.p1" "Nor" "PICAB_chr06_M00001646681" " 8.62e-05"
"OG0006870" "Lodge" "Pinsyl_asmbl_99042.p1.p1" "Nor" "PICAB_chr05_M00001488066" " 9.66e-05"
"OG0004697" "Lodge" "Pinsyl_asmbl_7721.p1.p1" "Nor" "PICAB_chr10_M00002922881" " 1.18e-04"
"OG0004697" "Lodge" "Pinsyl_asmbl_7713.p1.p1" "Nor" "PICAB_chr10_M00002923007" " 1.44e-04"
"OG0001173" "Lodge" "Pinsyl_asmbl_66237.p1.p1" "Nor" "PICAB_chr10_M00002882594" " 3.83e-04"
"OG0003602" "Lodge" "Pinsyl_asmbl_139765.p1.p1" "Nor" "PICAB_chr07_M00001909228" " 4.16e-04"
"OG0019606" "Lodge" "Pinsyl_asmbl_2063.p1.p1" "Nor" "PICAB_chr02_M00000463465" " 4.76e-04"
"OG0008733" "Lodge" "Pinsyl_asmbl_26741.p1.p1" "Nor" "PICAB_chr04_M00001024462" " 5.59e-04"
"OG0012814" "Lodge" "Pinsyl_asmbl_132216.p1.p1" "Nor" "PICAB_chr01_M00000240025" " 6.11e-04"
"OG0020338" "Lodge" "Pinsyl_asmbl_108742.p1.p1" "Nor" "PICAB_chr09_M00002353769" " 7.55e-04"
"OG0017147" "Lodge" "Pinsyl_asmbl_31530.p1.p1" "Nor" "PICAB_chr03_M00000854473" " 7.64e-04"
"OG0012831" "Lodge" "Pinsyl_asmbl_98999.p1.p1" "Nor" "PICAB_chr02_M00000501242" " 7.72e-04"
"OG0019627" "Lodge" "Pinsyl_asmbl_84878.p1.p1" "Nor" "PICAB_chr02_M00000532347" " 8.30e-04"
"OG0000109" "Lodge" "Pinsyl_asmbl_49300.p1.p1" "Nor" "PICAB_cUL09_M00003505813" " 8.91e-04"
"OG0009194" "Lodge" "Pinsyl_asmbl_43861.p1.p1" "Nor" "PICAB_chr04_M00001052399" " 1.06e-03"
"OG0011745" "Lodge" "Pinsyl_asmbl_65378.p1.p1" "Nor" "PICAB_chr10_M00002825815" " 1.51e-03"
"OG0016984" "Lodge" "Pinsyl_asmbl_21599.p1.p1" "Nor" "PICAB_chr01_M00000054030" " 2.03e-03"
"OG0015050" "Lodge" "Pinsyl_asmbl_20691.p1.p1" "Nor" "PICAB_chr11_M00002945823" " 2.51e-03"
"OG0015547" "Lodge" "Pinsyl_asmbl_120405.p1.p1" "Nor" "PICAB_chr11_M00003045817" " 2.58e-03"
"OG0003372" "Lodge" "Pinsyl_asmbl_42015.p1.p1" "Nor" "PICAB_chr06_M00001693045" " 3.23e-03"
"OG0017195" "Lodge" "Pinsyl_asmbl_6357.p1.p1" "Nor" "PICAB_chr04_M00001081811" " 4.14e-03"
"OG0010656" "Lodge" "Pinsyl_asmbl_98996.p1.p1" "Nor" "PICAB_chr09_M00002363599" " 4.36e-03"
"OG0013981" "Lodge" "Pinsyl_asmbl_94068.p1.p1" "Nor" "PICAB_chr03_M00000679705" " 4.73e-03"
"OG0000109" "Lodge" "Pinsyl_asmbl_53960.p1.p1" "Nor" "PICAB_cUL09_M00003505813" " 5.17e-03"
"OG0011482" "Lodge" "Pinsyl_asmbl_108036.p1.p1" "Nor" "PICAB_chr10_M00002754066" " 8.69e-03"
"OG0020359" "Lodge" "Pinsyl_asmbl_79866.p1.p1" "Nor" "PICAB_chr09_M00002419524" " 9.94e-03"
"OG0017283" "Lodge" "Pinsyl_asmbl_11709.p1.p1" "Nor" "PICAB_chr06_M00001584938" " 1.15e-02"
"OG0009801" "Lodge" "Pinsyl_asmbl_12711.p1.p1" "Nor" "PICAB_chr04_M00000963974" " 1.21e-02"
"OG0005033" "Lodge" "Pinsyl_asmbl_38064.p1.p1" "Nor" "PICAB_chr03_M00000847423" " 1.21e-02"
"OG0012911" "Lodge" "Pinsyl_asmbl_42856.p1.p1" "Nor" "PICAB_chr09_M00002506516" " 1.34e-02"
"OG0012814" "Lodge" "Pinsyl_asmbl_132214.p1.p1" "Nor" "PICAB_chr01_M00000240025" " 1.40e-02"
"OG0017038" "Lodge" "Pinsyl_asmbl_133365.p1.p1" "Nor" "PICAB_chr01_M00000262552" " 1.45e-02"
"OG0006670" "Lodge" "Pinsyl_asmbl_36407.p1.p1" "Nor" "PICAB_cUL01_M00003544971" " 1.50e-02"
"OG0015547" "Lodge" "Pinsyl_asmbl_36077.p1.p1" "Nor" "PICAB_chr11_M00003045817" " 1.66e-02"
"OG0006670" "Lodge" "Pinsyl_asmbl_36407.p1.p1" "Nor" "PICAB_cUL01_M00003556307" " 1.75e-02"
"OG0015286" "Lodge" "Pinsyl_asmbl_35873.p1.p1" "Nor" "PICAB_chr01_M00000145869" " 1.78e-02"
"OG0025281" "Lodge" "Pinsyl_asmbl_98029.p1.p1" "Nor" "PICAB_chr07_M00001878656" " 1.85e-02"
"OG0020377" "Lodge" "Pinsyl_asmbl_38397.p1.p1" "Nor" "PICAB_chr09_M00002436552" " 1.97e-02"
"OG0003476" "Lodge" "Pinsyl_asmbl_36054.p1.p1" "Nor" "PICAB_chr11_M00003044887" " 2.00e-02"
"OG0009957" "Lodge" "Pinsyl_asmbl_27936.p1.p1" "Nor" "PICAB_chr09_M00002617225" " 2.26e-02"
"OG0020197" "Lodge" "Pinsyl_asmbl_36093.p1.p1" "Nor" "PICAB_chr07_M00001988958" " 2.33e-02"
"OG0011206" "Lodge" "Pinsyl_asmbl_134614.p1.p1" "Nor" "PICAB_chr10_M00002713096" " 2.45e-02"
"OG0013990" "Lodge" "Pinsyl_asmbl_79107.p1.p1" "Nor" "PICAB_chr03_M00000721906" " 2.54e-02"
"OG0016857" "Lodge" "Pinsyl_asmbl_6184.p1.p1" "Nor" "PICAB_chr07_M00002052389" " 2.76e-02"
"OG0012844" "Lodge" "Pinsyl_asmbl_87385.p1.p1" "Nor" "PICAB_chr03_M00000900912" " 2.90e-02"
"OG0007114" "Lodge" "Pinsyl_asmbl_51313.p1.p1" "Nor" "PICAB_chr09_M00002406336" " 2.95e-02"
"OG0007830" "Lodge" "Pinsyl_asmbl_62465.p1.p1" "Nor" "PICAB_chr10_M00002673580" " 3.20e-02"
"OG0015272" "Lodge" "Pinsyl_asmbl_117281.p1.p1" "Nor" "PICAB_chr01_M00000087832" " 3.32e-02"
"OG0010910" "Lodge" "Pinsyl_asmbl_53460.p1.p1" "Nor" "PICAB_chr04_M00001213190" " 3.49e-02"
"OG0001823" "Lodge" "Pinsyl_asmbl_7605.p1.p1" "Nor" "PICAB_chr05_M00001296153" " 3.80e-02"
"OG0008380" "Lodge" "Pinsyl_asmbl_113261.p1.p1" "Nor" "PICAB_chr02_M00000555235" " 3.90e-02"
"OG0020648" "Lodge" "Pinsyl_asmbl_24361.p1.p1" "Nor" "PICAB_chr12_M00003210821" " 3.93e-02"
"OG0008436" "Lodge" "Pinsyl_asmbl_71910.p1.p1" "Nor" "PICAB_chr12_M00003336759" " 4.10e-02"
"OG0006328" "Lodge" "Pinsyl_asmbl_53440.p1.p1" "Nor" "PICAB_chr04_M00001213574" " 4.27e-02"
"OG0020742" "Lodge" "Pinsyl_asmbl_133729.p1.p1" "Nor" "PICAB_sUP00_M00000632140" " 4.42e-02"
"OG0002828" "Lodge" "Pinsyl_asmbl_97048.p1.p1" "Nor" "PICAB_chr12_M00003244332" " 4.51e-02"
"OG0007548" "Lodge" "Pinsyl_asmbl_117089.p1.p1" "Nor" "PICAB_chr01_M00000148020" " 4.59e-02"
"OG0011818" "Lodge" "Pinsyl_asmbl_64133.p1.p1" "Nor" "PICAB_chr07_M00001936274" " 4.71e-02"
