"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "MaxPVal"
"OG0007781" "Lodge" "Pinsyl_asmbl_57.p1.p1" "Asp" "Potra2n10c21071" "3.64e-19"
"OG0004619" "Lodge" "Pinsyl_asmbl_7612.p1.p1" "Asp" "Potra2n15c28997" "3.79e-19"
"OG0011625" "Lodge" "Pinsyl_asmbl_113985.p1.p1" "Asp" "Potra2n9c19024" "4.71e-19"
"OG0009553" "Lodge" "Pinsyl_asmbl_14165.p1.p1" "Asp" "Potra2n1c2900" "7.54e-19"
"OG0003477" "Lodge" "Pinsyl_asmbl_142268.p1.p1" "Asp" "Potra2n15c28716" "1.02e-18"
"OG0001970" "Lodge" "Pinsyl_asmbl_88183.p1.p1" "Asp" "Potra2n13c24959" "1.20e-18"
"OG0007737" "Lodge" "Pinsyl_asmbl_90916.p1.p1" "Asp" "Potra2n10c20391" "1.32e-18"
"OG0003177" "Lodge" "Pinsyl_asmbl_136560.p1.p1" "Asp" "Potra2n11c23043" "1.59e-18"
"OG0005372" "Lodge" "Pinsyl_asmbl_87444.p1.p1" "Asp" "Potra2n11c23115" "1.97e-18"
"OG0002759" "Lodge" "Pinsyl_asmbl_100677.p1.p1" "Asp" "Potra2n11c22834" "2.80e-18"
"OG0007619" "Lodge" "Pinsyl_asmbl_32675.p1.p1" "Asp" "Potra2n15c28991" "3.50e-18"
"OG0006490" "Lodge" "Pinsyl_asmbl_66476.p1.p1" "Asp" "Potra2n1c40" "5.64e-18"
"OG0003829" "Lodge" "Pinsyl_asmbl_23121.p1.p1" "Asp" "Potra2n11c23201" "6.59e-18"
"OG0007186" "Lodge" "Pinsyl_asmbl_119217.p1.p1" "Asp" "Potra2n12c24194" "7.46e-18"
"OG0000877" "Lodge" "Pinsyl_asmbl_15463.p1.p1" "Asp" "Potra2n3c8295" "9.54e-18"
"OG0004852" "Lodge" "Pinsyl_asmbl_45714.p1.p1" "Asp" "Potra2n1c1546" "9.78e-18"
"OG0006785" "Lodge" "Pinsyl_asmbl_9618.p1.p1" "Asp" "Potra2n1c2905" "1.69e-17"
"OG0005248" "Lodge" "Pinsyl_asmbl_5327.p2.p1" "Asp" "Potra2n11c22735" "3.04e-17"
"OG0002568" "Lodge" "Pinsyl_asmbl_109325.p1.p1" "Asp" "Potra2n5c11114" "3.24e-17"
"OG0008098" "Lodge" "Pinsyl_asmbl_83733.p1.p1" "Asp" "Potra2n4c9558" "3.27e-17"
"OG0002098" "Lodge" "Pinsyl_asmbl_124361.p1.p1" "Asp" "Potra2n19c33335" "3.62e-17"
"OG0006740" "Lodge" "Pinsyl_asmbl_132786.p1.p1" "Asp" "Potra2n2c6325" "4.05e-17"
"OG0011136" "Lodge" "Pinsyl_asmbl_136051.p1.p1" "Asp" "Potra2n11c22815" "6.71e-17"
"OG0002008" "Lodge" "Pinsyl_asmbl_19736.p1.p1" "Asp" "Potra2n1c1674" "6.72e-17"
"OG0007111" "Lodge" "Pinsyl_asmbl_135192.p1.p1" "Asp" "Potra2n10c20470" "9.76e-17"
"OG0003092" "Lodge" "Pinsyl_asmbl_52764.p1.p1" "Asp" "Potra2n1c2732" "1.37e-16"
"OG0008661" "Lodge" "Pinsyl_asmbl_117154.p1.p1" "Asp" "Potra2n2c6354" "1.96e-16"
"OG0002916" "Lodge" "Pinsyl_asmbl_23649.p1.p1" "Asp" "Potra2n13c25772" "2.10e-16"
"OG0006539" "Lodge" "Pinsyl_asmbl_85185.p1.p1" "Asp" "Potra2n7c16251" "4.45e-16"
"OG0001118" "Lodge" "Pinsyl_asmbl_114018.p1.p1" "Asp" "Potra2n11c23287" "4.51e-16"
"OG0003132" "Lodge" "Pinsyl_asmbl_108513.p1.p1" "Asp" "Potra2n1c1694" "5.26e-16"
"OG0002320" "Lodge" "Pinsyl_asmbl_136775.p1.p1" "Asp" "Potra2n16c30181" "7.27e-16"
"OG0000993" "Lodge" "Pinsyl_asmbl_111320.p1.p1" "Asp" "Potra2n11c22967" "1.25e-15"
"OG0006518" "Lodge" "Pinsyl_asmbl_27619.p1.p1" "Asp" "Potra2n12c24504" "1.83e-15"
"OG0002857" "Lodge" "Pinsyl_asmbl_11996.p1.p1" "Asp" "Potra2n18c32805" "2.27e-15"
"OG0001718" "Lodge" "Pinsyl_asmbl_128731.p1.p1" "Asp" "Potra2n114s34570" "2.27e-15"
"OG0009138" "Lodge" "Pinsyl_asmbl_48311.p1.p1" "Asp" "Potra2n5c11174" "3.20e-15"
"OG0005896" "Lodge" "Pinsyl_asmbl_37830.p1.p1" "Asp" "Potra2n5c11924" "3.41e-15"
"OG0004395" "Lodge" "Pinsyl_asmbl_124928.p1.p1" "Asp" "Potra2n17c31821" "3.88e-15"
"OG0002438" "Lodge" "Pinsyl_asmbl_35198.p1.p1" "Asp" "Potra2n6c14289" "4.37e-15"
"OG0010663" "Lodge" "Pinsyl_asmbl_50128.p1.p1" "Asp" "Potra2n19c33957" "5.56e-15"
"OG0002966" "Lodge" "Pinsyl_asmbl_47474.p1.p1" "Asp" "Potra2n14c26650" "5.58e-15"
"OG0002872" "Lodge" "Pinsyl_asmbl_67568.p1.p1" "Asp" "Potra2n11c23173" "6.97e-15"
"OG0000899" "Lodge" "Pinsyl_asmbl_36255.p1.p1" "Asp" "Potra2n13c26203" "8.14e-15"
"OG0002919" "Lodge" "Pinsyl_asmbl_58493.p1.p1" "Asp" "Potra2n14c27119" "8.29e-15"
"OG0000792" "Lodge" "Pinsyl_asmbl_133428.p1.p1" "Asp" "Potra2n12c23793" "8.64e-15"
"OG0002058" "Lodge" "Pinsyl_asmbl_93200.p1.p1" "Asp" "Potra2n18c31981" "1.25e-14"
"OG0001402" "Lodge" "Pinsyl_asmbl_2990.p1.p1" "Asp" "Potra2n3c7605" "1.30e-14"
"OG0004152" "Lodge" "Pinsyl_asmbl_73608.p1.p1" "Asp" "Potra2n5c10587" "1.49e-14"
"OG0000176" "Lodge" "Pinsyl_asmbl_102989.p1.p1" "Asp" "Potra2n10c21065" "1.53e-14"
"OG0004738" "Lodge" "Pinsyl_asmbl_127684.p1.p1" "Asp" "Potra2n10c22099" "2.12e-14"
"OG0002689" "Lodge" "Pinsyl_asmbl_34887.p1.p1" "Asp" "Potra2n2c5796" "3.14e-14"
"OG0004943" "Lodge" "Pinsyl_asmbl_34182.p1.p1" "Asp" "Potra2n1c1398" "5.27e-14"
"OG0007138" "Lodge" "Pinsyl_asmbl_106959.p1.p1" "Asp" "Potra2n12c24143" "6.27e-14"
"OG0008221" "Lodge" "Pinsyl_asmbl_114116.p1.p1" "Asp" "Potra2n11c22792" "1.26e-13"
"OG0005348" "Lodge" "Pinsyl_asmbl_21294.p1.p1" "Asp" "Potra2n11c22470" "1.27e-13"
"OG0005706" "Lodge" "Pinsyl_asmbl_92330.p1.p1" "Asp" "Potra2n13c25600" "1.37e-13"
"OG0003584" "Lodge" "Pinsyl_asmbl_141224.p1.p1" "Asp" "Potra2n12c24877" "1.46e-13"
"OG0005194" "Lodge" "Pinsyl_asmbl_137266.p1.p1" "Asp" "Potra2n3c7132" "1.58e-13"
"OG0004358" "Lodge" "Pinsyl_asmbl_45435.p1.p1" "Asp" "Potra2n10c21612" "1.62e-13"
"OG0003405" "Lodge" "Pinsyl_asmbl_97480.p1.p1" "Asp" "Potra2n16c29531" "1.99e-13"
"OG0006912" "Lodge" "Pinsyl_asmbl_79747.p1.p1" "Asp" "Potra2n16c29600" "2.61e-13"
"OG0000836" "Lodge" "Pinsyl_asmbl_27697.p1.p1" "Asp" "Potra2n1c2341" "2.70e-13"
"OG0006028" "Lodge" "Pinsyl_asmbl_9675.p1.p1" "Asp" "Potra2n6c13333" "3.45e-13"
"OG0007110" "Lodge" "Pinsyl_asmbl_4585.p1.p1" "Asp" "Potra2n13c25491" "3.52e-13"
"OG0005953" "Lodge" "Pinsyl_asmbl_123615.p1.p1" "Asp" "Potra2n12c24218" "3.99e-13"
"OG0005114" "Lodge" "Pinsyl_asmbl_73079.p1.p1" "Asp" "Potra2n11c22648" "4.70e-13"
"OG0004479" "Lodge" "Pinsyl_asmbl_135307.p1.p1" "Asp" "Potra2n287s35203" "4.83e-13"
"OG0001142" "Lodge" "Pinsyl_asmbl_131746.p1.p1" "Asp" "Potra2n10c20099" "6.00e-13"
"OG0008228" "Lodge" "Pinsyl_asmbl_75464.p1.p1" "Asp" "Potra2n3c8330" "8.23e-13"
"OG0006143" "Lodge" "Pinsyl_asmbl_10873.p1.p1" "Asp" "Potra2n11c22779" "9.25e-13"
"OG0008287" "Lodge" "Pinsyl_asmbl_36328.p1.p1" "Asp" "Potra2n13c25068" "1.11e-12"
"OG0009114" "Lodge" "Pinsyl_asmbl_23325.p1.p1" "Asp" "Potra2n12c24267" "1.23e-12"
"OG0002711" "Lodge" "Pinsyl_asmbl_45398.p1.p1" "Asp" "Potra2n11c22480" "1.43e-12"
"OG0008147" "Lodge" "Pinsyl_asmbl_51166.p1.p1" "Asp" "Potra2n4c9728" "1.91e-12"
"OG0004415" "Lodge" "Pinsyl_asmbl_109401.p1.p1" "Asp" "Potra2n2c6209" "2.14e-12"
"OG0001087" "Lodge" "Pinsyl_asmbl_106858.p1.p1" "Asp" "Potra2n18c32561" "2.40e-12"
"OG0007368" "Lodge" "Pinsyl_asmbl_138587.p1.p1" "Asp" "Potra2n7c16417" "2.43e-12"
"OG0004927" "Lodge" "Pinsyl_asmbl_128548.p1.p1" "Asp" "Potra2n1c666" "2.52e-12"
"OG0004339" "Lodge" "Pinsyl_asmbl_60578.p1.p1" "Asp" "Potra2n13c26166" "3.00e-12"
"OG0008660" "Lodge" "Pinsyl_asmbl_76557.p1.p1" "Asp" "Potra2n2c4037" "3.19e-12"
"OG0002490" "Lodge" "Pinsyl_asmbl_41072.p1.p1" "Asp" "Potra2n5c11925" "3.40e-12"
"OG0007655" "Lodge" "Pinsyl_asmbl_40533.p1.p1" "Asp" "Potra2n14c26827" "3.60e-12"
"OG0004547" "Lodge" "Pinsyl_asmbl_24071.p1.p1" "Asp" "Potra2n6c13257" "3.73e-12"
"OG0003960" "Lodge" "Pinsyl_asmbl_5642.p1.p1" "Asp" "Potra2n17c31921" "4.61e-12"
"OG0005364" "Lodge" "Pinsyl_asmbl_114372.p1.p1" "Asp" "Potra2n14c27516" "4.74e-12"
"OG0004754" "Lodge" "Pinsyl_asmbl_121427.p1.p1" "Asp" "Potra2n2c5646" "4.90e-12"
"OG0007168" "Lodge" "Pinsyl_asmbl_97094.p1.p1" "Asp" "Potra2n10c22162" "5.18e-12"
"OG0005447" "Lodge" "Pinsyl_asmbl_72996.p1.p1" "Asp" "Potra2n2c5651" "6.36e-12"
"OG0005003" "Lodge" "Pinsyl_asmbl_48411.p1.p1" "Asp" "Potra2n13c25543" "7.35e-12"
"OG0001372" "Lodge" "Pinsyl_asmbl_100509.p1.p1" "Asp" "Potra2n2c5669" "1.31e-11"
"OG0003446" "Lodge" "Pinsyl_asmbl_68203.p1.p1" "Asp" "Potra2n10c21922" "1.69e-11"
"OG0007135" "Lodge" "Pinsyl_asmbl_116756.p1.p1" "Asp" "Potra2n14c27500" "2.19e-11"
"OG0002118" "Lodge" "Pinsyl_asmbl_2755.p1.p1" "Asp" "Potra2n14c26773" "2.56e-11"
