"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "MaxPVal"
"OG0000087" "Lodge" "Pinsyl_asmbl_25174.p1.p1" "Asp" "Potra2n10c20580" "3.13e-36"
"OG0001752" "Lodge" "Pinsyl_asmbl_95364.p1.p1" "Asp" "Potra2n10c20110" "4.27e-36"
"OG0007517" "Lodge" "Pinsyl_asmbl_70695.p1.p1" "Asp" "Potra2n10c21833" "1.05e-35"
"OG0000972" "Lodge" "Pinsyl_asmbl_121218.p1.p1" "Asp" "Potra2n18c33186" "1.22e-35"
"OG0003891" "Lodge" "Pinsyl_asmbl_100649.p1.p1" "Asp" "Potra2n2c6365" "2.71e-35"
"OG0004517" "Lodge" "Pinsyl_asmbl_63711.p1.p1" "Asp" "Potra2n1c2923" "1.21e-34"
"OG0009136" "Lodge" "Pinsyl_asmbl_111503.p1.p1" "Asp" "Potra2n19c33911" "2.08e-34"
"OG0006948" "Lodge" "Pinsyl_asmbl_138261.p1.p1" "Asp" "Potra2n12c24513" "2.75e-34"
"OG0003329" "Lodge" "Pinsyl_asmbl_119090.p1.p1" "Asp" "Potra2n10c20862" "1.06e-33"
"OG0003909" "Lodge" "Pinsyl_asmbl_36280.p1.p1" "Asp" "Potra2n1c567" "1.84e-33"
"OG0003703" "Lodge" "Pinsyl_asmbl_111161.p1.p1" "Asp" "Potra2n7c15407" "2.44e-33"
"OG0008753" "Lodge" "Pinsyl_asmbl_136331.p1.p1" "Asp" "Potra2n14c27322" "3.52e-33"
"OG0000646" "Lodge" "Pinsyl_asmbl_78607.p1.p1" "Asp" "Potra2n10c21409" "6.62e-33"
"OG0003249" "Lodge" "Pinsyl_asmbl_112819.p1.p1" "Asp" "Potra2n12c24505" "8.63e-33"
"OG0004234" "Lodge" "Pinsyl_asmbl_87394.p1.p1" "Asp" "Potra2n10c22133" "1.25e-32"
"OG0003018" "Lodge" "Pinsyl_asmbl_109053.p1.p1" "Asp" "Potra2n1c1115" "5.36e-32"
"OG0003468" "Lodge" "Pinsyl_asmbl_117746.p1.p1" "Asp" "Potra2n16c29781" "5.92e-32"
"OG0003067" "Lodge" "Pinsyl_asmbl_93345.p1.p1" "Asp" "Potra2n18c32450" "2.02e-31"
"OG0006429" "Lodge" "Pinsyl_asmbl_60222.p2.p1" "Asp" "Potra2n14c27244" "2.25e-31"
"OG0009840" "Lodge" "Pinsyl_asmbl_76938.p1.p1" "Asp" "Potra2n18c32242" "4.66e-31"
"OG0003668" "Lodge" "Pinsyl_asmbl_76403.p1.p1" "Asp" "Potra2n2c5897" "5.91e-31"
"OG0001505" "Lodge" "Pinsyl_asmbl_135374.p1.p1" "Asp" "Potra2n10c20208" "7.72e-31"
"OG0006370" "Lodge" "Pinsyl_asmbl_54434.p1.p1" "Asp" "Potra2n14c27402" "5.45e-30"
"OG0002694" "Lodge" "Pinsyl_asmbl_36656.p1.p1" "Asp" "Potra2n12c24669" "6.90e-30"
"OG0005567" "Lodge" "Pinsyl_asmbl_57609.p1.p1" "Asp" "Potra2n5c11796" "1.10e-29"
"OG0009839" "Lodge" "Pinsyl_asmbl_32431.p1.p1" "Asp" "Potra2n14c27931" "2.14e-29"
"OG0001858" "Lodge" "Pinsyl_asmbl_123727.p1.p1" "Asp" "Potra2n2c4123" "1.12e-28"
"OG0009149" "Lodge" "Pinsyl_asmbl_61832.p1.p1" "Asp" "Potra2n4c10145" "1.46e-28"
"OG0002972" "Lodge" "Pinsyl_asmbl_47747.p1.p1" "Asp" "Potra2n1c350" "1.51e-28"
"OG0003494" "Lodge" "Pinsyl_asmbl_10529.p1.p1" "Asp" "Potra2n4c10199" "2.46e-28"
"OG0002257" "Lodge" "Pinsyl_asmbl_111400.p1.p1" "Asp" "Potra2n17c31240" "2.46e-28"
"OG0000887" "Lodge" "Pinsyl_asmbl_118003.p1.p1" "Asp" "Potra2n14c26547" "5.01e-28"
"OG0004429" "Lodge" "Pinsyl_asmbl_85483.p2.p1" "Asp" "Potra2n4c10485" "7.63e-28"
"OG0002319" "Lodge" "Pinsyl_asmbl_106018.p1.p1" "Asp" "Potra2n17c30933" "8.03e-28"
"OG0003994" "Lodge" "Pinsyl_asmbl_97148.p1.p1" "Asp" "Potra2n6c13411" "9.02e-28"
"OG0001796" "Lodge" "Pinsyl_asmbl_19817.p1.p1" "Asp" "Potra2n18c32676" "1.70e-27"
"OG0005503" "Lodge" "Pinsyl_asmbl_27092.p1.p1" "Asp" "Potra2n5c12144" "4.19e-27"
"OG0002964" "Lodge" "Pinsyl_asmbl_118982.p1.p1" "Asp" "Potra2n1c2992" "4.33e-27"
"OG0006389" "Lodge" "Pinsyl_asmbl_122778.p1.p1" "Asp" "Potra2n1c248" "4.86e-27"
"OG0005202" "Lodge" "Pinsyl_asmbl_40539.p1.p1" "Asp" "Potra2n12c24233" "5.29e-27"
"OG0009044" "Lodge" "Pinsyl_asmbl_84098.p1.p1" "Asp" "Potra2n19c33701" "6.05e-27"
"OG0003296" "Lodge" "Pinsyl_asmbl_100500.p1.p1" "Asp" "Potra2n4c10133" "7.24e-27"
"OG0002507" "Lodge" "Pinsyl_asmbl_45957.p1.p1" "Asp" "Potra2n10c21981" "8.39e-27"
"OG0004548" "Lodge" "Pinsyl_asmbl_106531.p1.p1" "Asp" "Potra2n5c12117" "1.99e-26"
"OG0002985" "Lodge" "Pinsyl_asmbl_8678.p1.p1" "Asp" "Potra2n14c26845" "4.01e-26"
"OG0003166" "Lodge" "Pinsyl_asmbl_101792.p1.p1" "Asp" "Potra2n2c5978" "5.24e-26"
"OG0005734" "Lodge" "Pinsyl_asmbl_329.p1.p1" "Asp" "Potra2n2c6039" "6.85e-26"
"OG0004988" "Lodge" "Pinsyl_asmbl_19850.p1.p1" "Asp" "Potra2n18c32522" "4.93e-25"
"OG0008412" "Lodge" "Pinsyl_asmbl_103563.p1.p1" "Asp" "Potra2n9c19456" "5.45e-25"
"OG0002245" "Lodge" "Pinsyl_asmbl_57170.p1.p1" "Asp" "Potra2n2c6114" "8.36e-25"
"OG0001514" "Lodge" "Pinsyl_asmbl_6553.p1.p1" "Asp" "Potra2n10c20142" "9.74e-25"
"OG0008002" "Lodge" "Pinsyl_asmbl_44860.p1.p1" "Asp" "Potra2n14c27708" "1.16e-24"
"OG0005373" "Lodge" "Pinsyl_asmbl_85511.p1.p1" "Asp" "Potra2n18c32414" "2.34e-24"
"OG0002224" "Lodge" "Pinsyl_asmbl_13141.p1.p1" "Asp" "Potra2n17c31473" "3.41e-24"
"OG0002645" "Lodge" "Pinsyl_asmbl_70257.p1.p1" "Asp" "Potra2n10c21823" "6.17e-24"
"OG0004079" "Lodge" "Pinsyl_asmbl_62021.p1.p1" "Asp" "Potra2n14c27345" "8.11e-24"
"OG0005440" "Lodge" "Pinsyl_asmbl_57342.p1.p1" "Asp" "Potra2n18c32727" "1.09e-23"
"OG0000740" "Lodge" "Pinsyl_asmbl_120759.p1.p1" "Asp" "Potra2n14c26841" "1.76e-23"
"OG0003986" "Lodge" "Pinsyl_asmbl_67113.p1.p1" "Asp" "Potra2n1c404" "2.08e-23"
"OG0002027" "Lodge" "Pinsyl_asmbl_24048.p1.p1" "Asp" "Potra2n1c2371" "3.25e-23"
"OG0007409" "Lodge" "Pinsyl_asmbl_129785.p1.p1" "Asp" "Potra2n18c32639" "5.23e-23"
"OG0001726" "Lodge" "Pinsyl_asmbl_133481.p1.p1" "Asp" "Potra2n10c21910" "8.63e-23"
"OG0007436" "Lodge" "Pinsyl_asmbl_69640.p1.p1" "Asp" "Potra2n14c27056" "1.34e-22"
"OG0000746" "Lodge" "Pinsyl_asmbl_105361.p1.p1" "Asp" "Potra2n10c21167" "1.95e-22"
"OG0007761" "Lodge" "Pinsyl_asmbl_45211.p1.p1" "Asp" "Potra2n7c16571" "2.23e-22"
"OG0000405" "Lodge" "Pinsyl_asmbl_124334.p1.p1" "Asp" "Potra2n10c20771" "2.68e-22"
"OG0003587" "Lodge" "Pinsyl_asmbl_23233.p1.p1" "Asp" "Potra2n6c12852" "3.16e-22"
"OG0000816" "Lodge" "Pinsyl_asmbl_113338.p1.p1" "Asp" "Potra2n10c21628" "3.44e-22"
"OG0000727" "Lodge" "Pinsyl_asmbl_85470.p1.p1" "Asp" "Potra2n10c20156" "5.01e-22"
"OG0006818" "Lodge" "Pinsyl_asmbl_100626.p1.p1" "Asp" "Potra2n17c31825" "1.24e-21"
"OG0006507" "Lodge" "Pinsyl_asmbl_50196.p1.p1" "Asp" "Potra2n3c7578" "1.38e-21"
"OG0002119" "Lodge" "Pinsyl_asmbl_45932.p1.p1" "Asp" "Potra2n13c26047" "2.97e-21"
"OG0002523" "Lodge" "Pinsyl_asmbl_75390.p1.p1" "Asp" "Potra2n12c24137" "3.89e-21"
"OG0002728" "Lodge" "Pinsyl_asmbl_61843.p1.p1" "Asp" "Potra2n7c15935" "1.14e-20"
"OG0006892" "Lodge" "Pinsyl_asmbl_24043.p1.p1" "Asp" "Potra2n16c29859" "2.91e-20"
"OG0000805" "Lodge" "Pinsyl_asmbl_141842.p1.p1" "Asp" "Potra2n14c26391" "3.60e-20"
"OG0003047" "Lodge" "Pinsyl_asmbl_124069.p1.p1" "Asp" "Potra2n11c22835" "3.68e-20"
"OG0004512" "Lodge" "Pinsyl_asmbl_67593.p1.p1" "Asp" "Potra2n17c31924" "5.70e-20"
"OG0001812" "Lodge" "Pinsyl_asmbl_10390.p1.p1" "Asp" "Potra2n13c26180" "1.04e-19"
"OG0004302" "Lodge" "Pinsyl_asmbl_101184.p1.p1" "Asp" "Potra2n6c13845" "1.73e-19"
"OG0004326" "Lodge" "Pinsyl_asmbl_83725.p1.p1" "Asp" "Potra2n17c31235" "2.04e-19"
"OG0007781" "Lodge" "Pinsyl_asmbl_57.p1.p1" "Asp" "Potra2n10c21071" "3.64e-19"
"OG0004619" "Lodge" "Pinsyl_asmbl_7612.p1.p1" "Asp" "Potra2n15c28997" "3.79e-19"
"OG0011625" "Lodge" "Pinsyl_asmbl_113985.p1.p1" "Asp" "Potra2n9c19024" "4.71e-19"
"OG0009553" "Lodge" "Pinsyl_asmbl_14165.p1.p1" "Asp" "Potra2n1c2900" "7.54e-19"
"OG0003477" "Lodge" "Pinsyl_asmbl_142268.p1.p1" "Asp" "Potra2n15c28716" "1.02e-18"
"OG0001970" "Lodge" "Pinsyl_asmbl_88183.p1.p1" "Asp" "Potra2n13c24959" "1.20e-18"
"OG0003177" "Lodge" "Pinsyl_asmbl_136560.p1.p1" "Asp" "Potra2n11c23043" "1.59e-18"
"OG0005372" "Lodge" "Pinsyl_asmbl_87444.p1.p1" "Asp" "Potra2n11c23115" "1.97e-18"
"OG0007619" "Lodge" "Pinsyl_asmbl_32675.p1.p1" "Asp" "Potra2n15c28991" "3.50e-18"
"OG0006490" "Lodge" "Pinsyl_asmbl_66476.p1.p1" "Asp" "Potra2n1c40" "5.64e-18"
"OG0003829" "Lodge" "Pinsyl_asmbl_23121.p1.p1" "Asp" "Potra2n11c23201" "6.59e-18"
"OG0007186" "Lodge" "Pinsyl_asmbl_119217.p1.p1" "Asp" "Potra2n12c24194" "7.46e-18"
"OG0000877" "Lodge" "Pinsyl_asmbl_15463.p1.p1" "Asp" "Potra2n3c8295" "9.54e-18"
"OG0004852" "Lodge" "Pinsyl_asmbl_45714.p1.p1" "Asp" "Potra2n1c1546" "9.78e-18"
"OG0006785" "Lodge" "Pinsyl_asmbl_9618.p1.p1" "Asp" "Potra2n1c2905" "1.69e-17"
"OG0005248" "Lodge" "Pinsyl_asmbl_5327.p2.p1" "Asp" "Potra2n11c22735" "3.04e-17"
"OG0002568" "Lodge" "Pinsyl_asmbl_109325.p1.p1" "Asp" "Potra2n5c11114" "3.24e-17"
"OG0011136" "Lodge" "Pinsyl_asmbl_136051.p1.p1" "Asp" "Potra2n11c22815" "6.71e-17"
"OG0002008" "Lodge" "Pinsyl_asmbl_19736.p1.p1" "Asp" "Potra2n1c1674" "6.72e-17"
"OG0007111" "Lodge" "Pinsyl_asmbl_135192.p1.p1" "Asp" "Potra2n10c20470" "9.76e-17"
"OG0003092" "Lodge" "Pinsyl_asmbl_52764.p1.p1" "Asp" "Potra2n1c2732" "1.37e-16"
"OG0008661" "Lodge" "Pinsyl_asmbl_117154.p1.p1" "Asp" "Potra2n2c6354" "1.96e-16"
"OG0002916" "Lodge" "Pinsyl_asmbl_23649.p1.p1" "Asp" "Potra2n13c25772" "2.10e-16"
"OG0006539" "Lodge" "Pinsyl_asmbl_85185.p1.p1" "Asp" "Potra2n7c16251" "4.45e-16"
"OG0002320" "Lodge" "Pinsyl_asmbl_136775.p1.p1" "Asp" "Potra2n16c30181" "7.27e-16"
"OG0000993" "Lodge" "Pinsyl_asmbl_111320.p1.p1" "Asp" "Potra2n11c22967" "1.25e-15"
"OG0006518" "Lodge" "Pinsyl_asmbl_27619.p1.p1" "Asp" "Potra2n12c24504" "1.83e-15"
"OG0002857" "Lodge" "Pinsyl_asmbl_11996.p1.p1" "Asp" "Potra2n18c32805" "2.27e-15"
"OG0001718" "Lodge" "Pinsyl_asmbl_128731.p1.p1" "Asp" "Potra2n114s34570" "2.27e-15"
"OG0009138" "Lodge" "Pinsyl_asmbl_48311.p1.p1" "Asp" "Potra2n5c11174" "3.20e-15"
"OG0005896" "Lodge" "Pinsyl_asmbl_37830.p1.p1" "Asp" "Potra2n5c11924" "3.41e-15"
"OG0004395" "Lodge" "Pinsyl_asmbl_124928.p1.p1" "Asp" "Potra2n17c31821" "3.88e-15"
"OG0002438" "Lodge" "Pinsyl_asmbl_35198.p1.p1" "Asp" "Potra2n6c14289" "4.37e-15"
"OG0002966" "Lodge" "Pinsyl_asmbl_47474.p1.p1" "Asp" "Potra2n14c26650" "5.58e-15"
"OG0000899" "Lodge" "Pinsyl_asmbl_36255.p1.p1" "Asp" "Potra2n13c26203" "8.14e-15"
"OG0000792" "Lodge" "Pinsyl_asmbl_133428.p1.p1" "Asp" "Potra2n12c23793" "8.64e-15"
"OG0002058" "Lodge" "Pinsyl_asmbl_93200.p1.p1" "Asp" "Potra2n18c31981" "1.25e-14"
"OG0001402" "Lodge" "Pinsyl_asmbl_2990.p1.p1" "Asp" "Potra2n3c7605" "1.30e-14"
"OG0000176" "Lodge" "Pinsyl_asmbl_102989.p1.p1" "Asp" "Potra2n10c21065" "1.53e-14"
"OG0004738" "Lodge" "Pinsyl_asmbl_127684.p1.p1" "Asp" "Potra2n10c22099" "2.12e-14"
"OG0002689" "Lodge" "Pinsyl_asmbl_34887.p1.p1" "Asp" "Potra2n2c5796" "3.14e-14"
"OG0004943" "Lodge" "Pinsyl_asmbl_34182.p1.p1" "Asp" "Potra2n1c1398" "5.27e-14"
"OG0007138" "Lodge" "Pinsyl_asmbl_106959.p1.p1" "Asp" "Potra2n12c24143" "6.27e-14"
"OG0005348" "Lodge" "Pinsyl_asmbl_21294.p1.p1" "Asp" "Potra2n11c22470" "1.27e-13"
"OG0005706" "Lodge" "Pinsyl_asmbl_92330.p1.p1" "Asp" "Potra2n13c25600" "1.37e-13"
"OG0003584" "Lodge" "Pinsyl_asmbl_141224.p1.p1" "Asp" "Potra2n12c24877" "1.46e-13"
"OG0005194" "Lodge" "Pinsyl_asmbl_137266.p1.p1" "Asp" "Potra2n3c7132" "1.58e-13"
"OG0004358" "Lodge" "Pinsyl_asmbl_45435.p1.p1" "Asp" "Potra2n10c21612" "1.62e-13"
"OG0006912" "Lodge" "Pinsyl_asmbl_79747.p1.p1" "Asp" "Potra2n16c29600" "2.61e-13"
"OG0006028" "Lodge" "Pinsyl_asmbl_9675.p1.p1" "Asp" "Potra2n6c13333" "3.45e-13"
"OG0005953" "Lodge" "Pinsyl_asmbl_123615.p1.p1" "Asp" "Potra2n12c24218" "3.99e-13"
"OG0005114" "Lodge" "Pinsyl_asmbl_73079.p1.p1" "Asp" "Potra2n11c22648" "4.70e-13"
"OG0001142" "Lodge" "Pinsyl_asmbl_131746.p1.p1" "Asp" "Potra2n10c20099" "6.00e-13"
"OG0008228" "Lodge" "Pinsyl_asmbl_75464.p1.p1" "Asp" "Potra2n3c8330" "8.23e-13"
"OG0002711" "Lodge" "Pinsyl_asmbl_45398.p1.p1" "Asp" "Potra2n11c22480" "1.43e-12"
"OG0004415" "Lodge" "Pinsyl_asmbl_109401.p1.p1" "Asp" "Potra2n2c6209" "2.14e-12"
"OG0004927" "Lodge" "Pinsyl_asmbl_128548.p1.p1" "Asp" "Potra2n1c666" "2.52e-12"
"OG0004339" "Lodge" "Pinsyl_asmbl_60578.p1.p1" "Asp" "Potra2n13c26166" "3.00e-12"
"OG0008660" "Lodge" "Pinsyl_asmbl_76557.p1.p1" "Asp" "Potra2n2c4037" "3.19e-12"
"OG0002490" "Lodge" "Pinsyl_asmbl_41072.p1.p1" "Asp" "Potra2n5c11925" "3.40e-12"
"OG0007655" "Lodge" "Pinsyl_asmbl_40533.p1.p1" "Asp" "Potra2n14c26827" "3.60e-12"
"OG0005364" "Lodge" "Pinsyl_asmbl_114372.p1.p1" "Asp" "Potra2n14c27516" "4.74e-12"
"OG0004754" "Lodge" "Pinsyl_asmbl_121427.p1.p1" "Asp" "Potra2n2c5646" "4.90e-12"
"OG0005003" "Lodge" "Pinsyl_asmbl_48411.p1.p1" "Asp" "Potra2n13c25543" "7.35e-12"
"OG0003446" "Lodge" "Pinsyl_asmbl_68203.p1.p1" "Asp" "Potra2n10c21922" "1.69e-11"
"OG0002118" "Lodge" "Pinsyl_asmbl_2755.p1.p1" "Asp" "Potra2n14c26773" "2.56e-11"
"OG0001768" "Lodge" "Pinsyl_asmbl_108130.p1.p1" "Asp" "Potra2n12c24764" "3.60e-11"
"OG0004216" "Lodge" "Pinsyl_asmbl_127147.p1.p1" "Asp" "Potra2n6c14972" "3.71e-11"
"OG0002803" "Lodge" "Pinsyl_asmbl_54550.p1.p1" "Asp" "Potra2n278s35187" "4.32e-11"
"OG0001383" "Lodge" "Pinsyl_asmbl_122799.p1.p1" "Asp" "Potra2n12c24694" "4.86e-11"
"OG0006513" "Lodge" "Pinsyl_asmbl_134896.p1.p1" "Asp" "Potra2n14c26740" "5.71e-11"
"OG0004958" "Lodge" "Pinsyl_asmbl_44599.p1.p1" "Asp" "Potra2n5c12157" "6.23e-11"
"OG0003152" "Lodge" "Pinsyl_asmbl_108324.p1.p1" "Asp" "Potra2n1c1098" "7.30e-11"
"OG0006881" "Lodge" "Pinsyl_asmbl_40510.p1.p1" "Asp" "Potra2n6c14252" "7.67e-11"
"OG0001343" "Lodge" "Pinsyl_asmbl_104408.p1.p1" "Asp" "Potra2n14c26820" "7.70e-11"
"OG0003967" "Lodge" "Pinsyl_asmbl_105988.p1.p1" "Asp" "Potra2n2c4240" "1.11e-10"
"OG0003613" "Lodge" "Pinsyl_asmbl_120440.p1.p1" "Asp" "Potra2n14c27039" "1.15e-10"
"OG0003755" "Lodge" "Pinsyl_asmbl_16472.p1.p1" "Asp" "Potra2n1c1215" "1.73e-10"
"OG0004656" "Lodge" "Pinsyl_asmbl_103870.p1.p1" "Asp" "Potra2n14c26569" "2.02e-10"
"OG0008346" "Lodge" "Pinsyl_asmbl_116083.p1.p1" "Asp" "Potra2n1c2564" "2.21e-10"
"OG0002346" "Lodge" "Pinsyl_asmbl_49657.p1.p1" "Asp" "Potra2n11c23023" "2.58e-10"
"OG0003413" "Lodge" "Pinsyl_asmbl_126478.p1.p1" "Asp" "Potra2n14c26419" "2.86e-10"
"OG0008034" "Lodge" "Pinsyl_asmbl_122975.p1.p1" "Asp" "Potra2n11c22439" "4.18e-10"
"OG0004581" "Lodge" "Pinsyl_asmbl_38849.p1.p1" "Asp" "Potra2n4c9806" "5.07e-10"
"OG0004730" "Lodge" "Pinsyl_asmbl_122109.p1.p1" "Asp" "Potra2n15c28852" "5.57e-10"
"OG0001645" "Lodge" "Pinsyl_asmbl_57174.p1.p1" "Asp" "Potra2n16c29414" "6.85e-10"
"OG0008071" "Lodge" "Pinsyl_asmbl_80972.p1.p1" "Asp" "Potra2n13c26024" "1.58e-09"
"OG0008788" "Lodge" "Pinsyl_asmbl_18832.p1.p1" "Asp" "Potra2n10c21952" "2.27e-09"
"OG0007145" "Lodge" "Pinsyl_asmbl_110335.p1.p1" "Asp" "Potra2n17c31100" "2.68e-09"
"OG0000989" "Lodge" "Pinsyl_asmbl_66785.p1.p1" "Asp" "Potra2n6c14841" "2.84e-09"
"OG0005177" "Lodge" "Pinsyl_asmbl_29361.p1.p1" "Asp" "Potra2n1c1404" "2.94e-09"
"OG0004791" "Lodge" "Pinsyl_asmbl_38575.p1.p1" "Asp" "Potra2n14c27741" "3.48e-09"
"OG0004667" "Lodge" "Pinsyl_asmbl_92339.p1.p1" "Asp" "Potra2n14c27904" "4.63e-09"
"OG0004590" "Lodge" "Pinsyl_asmbl_74191.p1.p1" "Asp" "Potra2n10c20911" "1.12e-08"
"OG0002244" "Lodge" "Pinsyl_asmbl_48237.p1.p1" "Asp" "Potra2n14c27445" "1.22e-08"
"OG0000931" "Lodge" "Pinsyl_asmbl_120385.p1.p1" "Asp" "Potra2n16c29994" "1.46e-08"
"OG0005285" "Lodge" "Pinsyl_asmbl_46826.p1.p1" "Asp" "Potra2n17c31443" "1.94e-08"
"OG0005908" "Lodge" "Pinsyl_asmbl_11868.p1.p1" "Asp" "Potra2n18c32968" "1.96e-08"
"OG0002992" "Lodge" "Pinsyl_asmbl_20416.p1.p1" "Asp" "Potra2n1c377" "2.03e-08"
"OG0001184" "Lodge" "Pinsyl_asmbl_49036.p1.p1" "Asp" "Potra2n10c21550" "2.99e-08"
"OG0002567" "Lodge" "Pinsyl_asmbl_30738.p1.p1" "Asp" "Potra2n11c22590" "3.21e-08"
"OG0001800" "Lodge" "Pinsyl_asmbl_19036.p1.p1" "Asp" "Potra2n11c23348" "3.27e-08"
"OG0007632" "Lodge" "Pinsyl_asmbl_139085.p1.p1" "Asp" "Potra2n5c12264" "3.33e-08"
"OG0003712" "Lodge" "Pinsyl_asmbl_58346.p1.p1" "Asp" "Potra2n13c26012" "3.67e-08"
"OG0002102" "Lodge" "Pinsyl_asmbl_86082.p1.p1" "Asp" "Potra2n13c25587" "4.31e-08"
"OG0001492" "Lodge" "Pinsyl_asmbl_20604.p1.p1" "Asp" "Potra2n14c26449" "4.41e-08"
"OG0004304" "Lodge" "Pinsyl_asmbl_138244.p1.p1" "Asp" "Potra2n18c32291" "4.98e-08"
"OG0003144" "Lodge" "Pinsyl_asmbl_97916.p1.p1" "Asp" "Potra2n4c9309" "1.32e-07"
"OG0002967" "Lodge" "Pinsyl_asmbl_27136.p1.p1" "Asp" "Potra2n10c21681" "1.58e-07"
"OG0002819" "Lodge" "Pinsyl_asmbl_111880.p1.p1" "Asp" "Potra2n2c6112" "1.62e-07"
"OG0001620" "Lodge" "Pinsyl_asmbl_1544.p1.p1" "Asp" "Potra2n16c29484" "1.79e-07"
"OG0005433" "Lodge" "Pinsyl_asmbl_87424.p1.p1" "Asp" "Potra2n16c30528" "2.03e-07"
"OG0007467" "Lodge" "Pinsyl_asmbl_71230.p1.p1" "Asp" "Potra2n475s35762" "3.51e-07"
"OG0008015" "Lodge" "Pinsyl_asmbl_131203.p1.p1" "Asp" "Potra2n18c32511" "5.62e-07"
"OG0006924" "Lodge" "Pinsyl_asmbl_34451.p1.p1" "Asp" "Potra2n4c8562" "6.72e-07"
"OG0000505" "Lodge" "Pinsyl_asmbl_115117.p1.p1" "Asp" "Potra2n10c20318" "9.47e-07"
"OG0003343" "Lodge" "Pinsyl_asmbl_51842.p1.p1" "Asp" "Potra2n18c32529" "1.18e-06"
"OG0004606" "Lodge" "Pinsyl_asmbl_77717.p1.p1" "Asp" "Potra2n12c23912" "1.19e-06"
"OG0005153" "Lodge" "Pinsyl_asmbl_139332.p1.p1" "Asp" "Potra2n16c30364" "2.76e-06"
"OG0004475" "Lodge" "Pinsyl_asmbl_14652.p1.p1" "Asp" "Potra2n2c5599" "2.80e-06"
"OG0002914" "Lodge" "Pinsyl_asmbl_19597.p1.p1" "Asp" "Potra2n18c32787" "4.00e-06"
"OG0003525" "Lodge" "Pinsyl_asmbl_98316.p1.p1" "Asp" "Potra2n5c11995" "7.93e-06"
"OG0003579" "Lodge" "Pinsyl_asmbl_68089.p1.p1" "Asp" "Potra2n14c26784" "8.35e-06"
"OG0006034" "Lodge" "Pinsyl_asmbl_111654.p1.p1" "Asp" "Potra2n13c25748" "9.87e-06"
"OG0005454" "Lodge" "Pinsyl_asmbl_11235.p1.p1" "Asp" "Potra2n11c22993" "2.78e-05"
