"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "MaxPVal"
"OG0006380" "Lodge" "Pinsyl_asmbl_120101.p1.p1" "Asp" "Potra2n14c27748" "8.65e-01"
"OG0011626" "Lodge" "Pinsyl_asmbl_126402.p1.p1" "Asp" "Potra2n18c33190" "8.78e-01"
"OG0005897" "Lodge" "Pinsyl_asmbl_65160.p1.p1" "Asp" "Potra2n7c16527" "8.78e-01"
"OG0007921" "Lodge" "Pinsyl_asmbl_80508.p1.p1" "Asp" "Potra2n10c21026" "9.04e-01"
"OG0006724" "Lodge" "Pinsyl_asmbl_52198.p1.p1" "Asp" "Potra2n9c19967" "9.66e-01"
"OG0011529" "Lodge" "Pinsyl_asmbl_69857.p1.p1" "Asp" "Potra2n8c18454" "9.77e-01"
"OG0008008" "Lodge" "Pinsyl_asmbl_49750.p1.p1" "Asp" "Potra2n4c9772" "9.94e-01"
"OG0001550" "Lodge" "Pinsyl_asmbl_44623.p1.p1" "Asp" "Potra2n10c20937" "1.00e+00"
"OG0003499" "Lodge" "Pinsyl_asmbl_8117.p1.p1" "Asp" "Potra2n6c14268" "1.00e+00"
"OG0004173" "Lodge" "Pinsyl_asmbl_119408.p1.p1" "Asp" "Potra2n10c21975" "1.00e+00"
"OG0004942" "Lodge" "Pinsyl_asmbl_27245.p1.p1" "Asp" "Potra2n3c7106" "1.00e+00"
"OG0005316" "Lodge" "Pinsyl_asmbl_55027.p1.p1" "Asp" "Potra2n15c28141" "1.00e+00"
"OG0006437" "Lodge" "Pinsyl_asmbl_91953.p1.p1" "Asp" "Potra2n1c703" "1.00e+00"
"OG0007710" "Lodge" "Pinsyl_asmbl_31402.p1.p1" "Asp" "Potra2n1c2919" "1.00e+00"
"OG0007912" "Lodge" "Pinsyl_asmbl_101164.p1.p1" "Asp" "Potra2n2c5893" "1.00e+00"
"OG0008802" "Lodge" "Pinsyl_asmbl_56609.p1.p1" "Asp" "Potra2n16c30003" "1.00e+00"
"OG0008816" "Lodge" "Pinsyl_asmbl_117276.p1.p1" "Asp" "Potra2n14c27454" "1.00e+00"
"OG0009350" "Lodge" "Pinsyl_asmbl_71801.p1.p1" "Asp" "Potra2n3c7376" "1.00e+00"
"OG0009803" "Lodge" "Pinsyl_asmbl_56021.p1.p1" "Asp" "Potra2n6c14228" "1.00e+00"
"OG0012444" "Lodge" "Pinsyl_asmbl_133171.p1.p1" "Asp" "Potra2n14c26427" "1.00e+00"
"OG0005808" "Lodge" "Pinsyl_asmbl_90497.p2.p1" "Nor" "PICAB_chr08_M00002138910" " 5.55e-02"
"OG0007710" "Lodge" "Pinsyl_asmbl_31402.p1.p1" "Nor" "PICAB_chr08_M00002333903" " 5.80e-02"
"OG0003061" "Lodge" "Pinsyl_asmbl_104608.p1.p1" "Nor" "PICAB_chr01_M00000165463" " 8.20e-02"
"OG0009321" "Lodge" "Pinsyl_asmbl_16859.p1.p1" "Nor" "PICAB_chr09_M00002467391" " 1.00e-01"
"OG0008077" "Lodge" "Pinsyl_asmbl_13826.p1.p1" "Nor" "PICAB_chr04_M00001159978" " 1.12e-01"
"OG0007574" "Lodge" "Pinsyl_asmbl_57250.p1.p1" "Nor" "PICAB_chr02_M00000573827" " 1.28e-01"
"OG0011529" "Lodge" "Pinsyl_asmbl_69857.p1.p1" "Nor" "PICAB_chr06_M00001544977" " 1.92e-01"
"OG0011626" "Lodge" "Pinsyl_asmbl_126402.p1.p1" "Nor" "PICAB_chr02_M00000489526" " 1.97e-01"
"OG0010317" "Lodge" "Pinsyl_asmbl_20641.p1.p1" "Nor" "PICAB_chr11_M00002946668" " 3.83e-01"
"OG0009350" "Lodge" "Pinsyl_asmbl_71801.p1.p1" "Nor" "PICAB_chr09_M00002449205" " 4.20e-01"
"OG0003042" "Lodge" "Pinsyl_asmbl_49130.p1.p1" "Nor" "PICAB_chr08_M00002213273" " 5.41e-01"
"OG0006724" "Lodge" "Pinsyl_asmbl_52198.p1.p1" "Nor" "PICAB_sUL10_M00000344255" " 6.76e-01"
"OG0005999" "Lodge" "Pinsyl_asmbl_115184.p1.p1" "Nor" "PICAB_chr09_M00002426945" " 7.44e-01"
"OG0001550" "Lodge" "Pinsyl_asmbl_44623.p1.p1" "Nor" "PICAB_chr03_M00000855637" " 1.00e+00"
"OG0003499" "Lodge" "Pinsyl_asmbl_8117.p1.p1" "Nor" "PICAB_chr01_M00000249491" " 1.00e+00"
"OG0004156" "Lodge" "Pinsyl_asmbl_58042.p1.p1" "Nor" "PICAB_chr07_M00001877731" " 1.00e+00"
"OG0004942" "Lodge" "Pinsyl_asmbl_27245.p1.p1" "Nor" "PICAB_chr05_M00001332600" " 1.00e+00"
"OG0005316" "Lodge" "Pinsyl_asmbl_55027.p1.p1" "Nor" "PICAB_chr01_M00000321828" " 1.00e+00"
"OG0005897" "Lodge" "Pinsyl_asmbl_65160.p1.p1" "Nor" "PICAB_chr01_M00000062577" " 1.00e+00"
"OG0006437" "Lodge" "Pinsyl_asmbl_91953.p1.p1" "Nor" "PICAB_chr11_M00003083047" " 1.00e+00"
"OG0006959" "Lodge" "Pinsyl_asmbl_55977.p1.p1" "Nor" "PICAB_chr11_M00003031910" " 1.00e+00"
"OG0007678" "Lodge" "Pinsyl_asmbl_29290.p1.p1" "Nor" "PICAB_chr03_M00000838814" " 1.00e+00"
"OG0007921" "Lodge" "Pinsyl_asmbl_80508.p1.p1" "Nor" "PICAB_chr02_M00000452399" " 1.00e+00"
"OG0008008" "Lodge" "Pinsyl_asmbl_49750.p1.p1" "Nor" "PICAB_chr09_M00002595773" " 1.00e+00"
"OG0008802" "Lodge" "Pinsyl_asmbl_56609.p1.p1" "Nor" "PICAB_chr01_M00000039537" " 1.00e+00"
"OG0008816" "Lodge" "Pinsyl_asmbl_117276.p1.p1" "Nor" "PICAB_chr01_M00000087532" " 1.00e+00"
"OG0009775" "Lodge" "Pinsyl_asmbl_37807.p1.p1" "Nor" "PICAB_chr06_M00001535853" " 1.00e+00"
"OG0010665" "Lodge" "Pinsyl_asmbl_58992.p1.p1" "Nor" "PICAB_sUL01_M00000913247" " 1.00e+00"
"OG0012444" "Lodge" "Pinsyl_asmbl_133171.p1.p1" "Nor" "PICAB_chr05_M00001320215" " 1.00e+00"
"OG0010317" "Lodge" "Pinsyl_asmbl_20641.p1.p1" "Scots" "Pinsyl_asmbl_20641.p1.p1" " 5.43e-02"
"OG0001550" "Lodge" "Pinsyl_asmbl_44623.p1.p1" "Scots" "Pinsyl_asmbl_44623.p1.p1" " 7.40e-02"
"OG0003061" "Lodge" "Pinsyl_asmbl_104608.p1.p1" "Scots" "Pinsyl_asmbl_104608.p1.p1" " 7.88e-02"
"OG0005897" "Lodge" "Pinsyl_asmbl_65160.p1.p1" "Scots" "Pinsyl_asmbl_65160.p1.p1" " 8.77e-02"
"OG0004942" "Lodge" "Pinsyl_asmbl_27245.p1.p1" "Scots" "Pinsyl_asmbl_27245.p1.p1" " 9.10e-02"
"OG0007574" "Lodge" "Pinsyl_asmbl_57250.p1.p1" "Scots" "Pinsyl_asmbl_57250.p1.p1" " 9.50e-02"
"OG0001770" "Lodge" "Pinsyl_asmbl_36534.p1.p1" "Scots" "Pinsyl_asmbl_36534.p1.p1" " 1.02e-01"
"OG0006724" "Lodge" "Pinsyl_asmbl_52198.p1.p1" "Scots" "Pinsyl_asmbl_52198.p1.p1" " 1.15e-01"
"OG0005808" "Lodge" "Pinsyl_asmbl_90497.p2.p1" "Scots" "Pinsyl_asmbl_90497.p2.p1" " 1.23e-01"
"OG0007921" "Lodge" "Pinsyl_asmbl_80508.p1.p1" "Scots" "Pinsyl_asmbl_80508.p1.p1" " 1.35e-01"
"OG0003042" "Lodge" "Pinsyl_asmbl_49130.p1.p1" "Scots" "Pinsyl_asmbl_49130.p1.p1" " 1.50e-01"
"OG0006959" "Lodge" "Pinsyl_asmbl_55977.p1.p1" "Scots" "Pinsyl_asmbl_55977.p1.p1" " 1.51e-01"
"OG0008077" "Lodge" "Pinsyl_asmbl_13826.p1.p1" "Scots" "Pinsyl_asmbl_13826.p1.p1" " 1.63e-01"
"OG0008816" "Lodge" "Pinsyl_asmbl_117276.p1.p1" "Scots" "Pinsyl_asmbl_117276.p1.p1" " 1.83e-01"
"OG0011527" "Lodge" "Pinsyl_asmbl_21780.p1.p1" "Scots" "Pinsyl_asmbl_21780.p1.p1" " 2.08e-01"
"OG0002306" "Lodge" "Pinsyl_asmbl_112022.p1.p1" "Scots" "Pinsyl_asmbl_112022.p1.p1" " 2.11e-01"
"OG0009321" "Lodge" "Pinsyl_asmbl_16859.p1.p1" "Scots" "Pinsyl_asmbl_16859.p1.p1" " 2.66e-01"
"OG0007710" "Lodge" "Pinsyl_asmbl_31402.p1.p1" "Scots" "Pinsyl_asmbl_31402.p1.p1" " 2.86e-01"
"OG0004156" "Lodge" "Pinsyl_asmbl_58042.p1.p1" "Scots" "Pinsyl_asmbl_58042.p1.p1" " 2.96e-01"
"OG0012444" "Lodge" "Pinsyl_asmbl_133171.p1.p1" "Scots" "Pinsyl_asmbl_133171.p1.p1" " 3.04e-01"
"OG0005316" "Lodge" "Pinsyl_asmbl_55027.p1.p1" "Scots" "Pinsyl_asmbl_55027.p1.p1" " 3.99e-01"
"OG0011626" "Lodge" "Pinsyl_asmbl_126402.p1.p1" "Scots" "Pinsyl_asmbl_126402.p1.p1" " 4.16e-01"
"OG0006721" "Lodge" "Pinsyl_asmbl_42347.p1.p1" "Scots" "Pinsyl_asmbl_42347.p1.p1" " 5.78e-01"
"OG0007653" "Lodge" "Pinsyl_asmbl_129651.p1.p1" "Scots" "Pinsyl_asmbl_129651.p1.p1" " 6.06e-01"
"OG0008802" "Lodge" "Pinsyl_asmbl_56609.p1.p1" "Scots" "Pinsyl_asmbl_56609.p1.p1" " 6.51e-01"
"OG0011529" "Lodge" "Pinsyl_asmbl_69857.p1.p1" "Scots" "Pinsyl_asmbl_69857.p1.p1" " 7.53e-01"
"OG0002322" "Lodge" "Pinsyl_asmbl_34272.p1.p1" "Scots" "Pinsyl_asmbl_34272.p1.p1" " 1.00e+00"
"OG0003499" "Lodge" "Pinsyl_asmbl_8117.p1.p1" "Scots" "Pinsyl_asmbl_8117.p1.p1" " 1.00e+00"
"OG0004173" "Lodge" "Pinsyl_asmbl_119408.p1.p1" "Scots" "Pinsyl_asmbl_119408.p1.p1" " 1.00e+00"
"OG0006437" "Lodge" "Pinsyl_asmbl_91953.p1.p1" "Scots" "Pinsyl_asmbl_91953.p1.p1" " 1.00e+00"
"OG0007678" "Lodge" "Pinsyl_asmbl_29290.p1.p1" "Scots" "Pinsyl_asmbl_29290.p1.p1" " 1.00e+00"
"OG0007912" "Lodge" "Pinsyl_asmbl_101164.p1.p1" "Scots" "Pinsyl_asmbl_101164.p1.p1" " 1.00e+00"
"OG0008008" "Lodge" "Pinsyl_asmbl_49750.p1.p1" "Scots" "Pinsyl_asmbl_49750.p1.p1" " 1.00e+00"
"OG0009350" "Lodge" "Pinsyl_asmbl_71801.p1.p1" "Scots" "Pinsyl_asmbl_71801.p1.p1" " 1.00e+00"
"OG0009750" "Lodge" "Pinsyl_asmbl_116399.p1.p1" "Scots" "Pinsyl_asmbl_116399.p1.p1" " 1.00e+00"
"OG0009775" "Lodge" "Pinsyl_asmbl_37807.p1.p1" "Scots" "Pinsyl_asmbl_37807.p1.p1" " 1.00e+00"
"OG0008077" "Lodge" "Pinsyl_asmbl_13826.p1.p1" "Birch" "Bpev01.c2218.g0004.m0001" "1.20e-01"
"OG0009750" "Lodge" "Pinsyl_asmbl_116399.p1.p1" "Birch" "Bpev01.c2366.g0002.m0001" "1.53e-01"
"OG0007710" "Lodge" "Pinsyl_asmbl_31402.p1.p1" "Birch" "Bpev01.c1435.g0011.m0001" "1.66e-01"
"OG0007678" "Lodge" "Pinsyl_asmbl_29290.p1.p1" "Birch" "Bpev01.c0893.g0005.m0001" "2.02e-01"
"OG0003499" "Lodge" "Pinsyl_asmbl_8117.p1.p1" "Birch" "Bpev01.c0082.g0081.m0001" "2.93e-01"
"OG0006724" "Lodge" "Pinsyl_asmbl_52198.p1.p1" "Birch" "Bpev01.c2261.g0001.m0001" "3.25e-01"
"OG0006437" "Lodge" "Pinsyl_asmbl_91953.p1.p1" "Birch" "Bpev01.c1837.g0009.m0001" "3.28e-01"
"OG0001550" "Lodge" "Pinsyl_asmbl_44623.p1.p1" "Birch" "Bpev01.c0101.g0080.m0001" "5.26e-01"
"OG0010665" "Lodge" "Pinsyl_asmbl_58992.p1.p1" "Birch" "Bpev01.c0094.g0064.m0001" "5.36e-01"
"OG0007912" "Lodge" "Pinsyl_asmbl_101164.p1.p1" "Birch" "Bpev01.c0362.g0013.m0001" "5.53e-01"
"OG0011529" "Lodge" "Pinsyl_asmbl_69857.p1.p1" "Birch" "Bpev01.c0245.g0031.m0001" "5.90e-01"
"OG0004942" "Lodge" "Pinsyl_asmbl_27245.p1.p1" "Birch" "Bpev01.c0666.g0001.m0001" "6.07e-01"
"OG0007653" "Lodge" "Pinsyl_asmbl_129651.p1.p1" "Birch" "Bpev01.c0223.g0010.m0001" "7.09e-01"
"OG0005897" "Lodge" "Pinsyl_asmbl_65160.p1.p1" "Birch" "Bpev01.c0022.g0013.m0001" "7.34e-01"
"OG0004156" "Lodge" "Pinsyl_asmbl_58042.p1.p1" "Birch" "Bpev01.c0398.g0010.m0001" "7.39e-01"
"OG0003042" "Lodge" "Pinsyl_asmbl_49130.p1.p1" "Birch" "Bpev01.c0422.g0018.m0001" "7.54e-01"
"OG0006959" "Lodge" "Pinsyl_asmbl_55977.p1.p1" "Birch" "Bpev01.c0257.g0021.m0001" "8.74e-01"
"OG0007574" "Lodge" "Pinsyl_asmbl_57250.p1.p1" "Birch" "Bpev01.c0629.g0022.m0001" "8.87e-01"
"OG0011527" "Lodge" "Pinsyl_asmbl_21780.p1.p1" "Birch" "Bpev01.c0419.g0013.m0001" "9.04e-01"
"OG0005999" "Lodge" "Pinsyl_asmbl_115184.p1.p1" "Birch" "Bpev01.c0189.g0049.m0001" "9.44e-01"
"OG0004173" "Lodge" "Pinsyl_asmbl_119408.p1.p1" "Birch" "Bpev01.c0038.g0146.m0001" "9.85e-01"
"OG0001770" "Lodge" "Pinsyl_asmbl_36534.p1.p1" "Birch" "Bpev01.c0280.g0013.m0001" "1.00e+00"
"OG0002306" "Lodge" "Pinsyl_asmbl_112022.p1.p1" "Birch" "Bpev01.c1395.g0003.m0001" "1.00e+00"
"OG0003061" "Lodge" "Pinsyl_asmbl_104608.p1.p1" "Birch" "Bpev01.c0253.g0008.m0001" "1.00e+00"
"OG0005159" "Lodge" "Pinsyl_asmbl_85735.p1.p1" "Birch" "Bpev01.c0157.g0020.m0001" "1.00e+00"
"OG0005808" "Lodge" "Pinsyl_asmbl_90497.p2.p1" "Birch" "Bpev01.c0038.g0038.m0001" "1.00e+00"
"OG0006721" "Lodge" "Pinsyl_asmbl_42347.p1.p1" "Birch" "Bpev01.c0050.g0121.m0001" "1.00e+00"
"OG0008069" "Lodge" "Pinsyl_asmbl_60449.p1.p1" "Birch" "Bpev01.c0089.g0032.m0001" "1.00e+00"
"OG0008802" "Lodge" "Pinsyl_asmbl_56609.p1.p1" "Birch" "Bpev01.c1838.g0003.m0001" "1.00e+00"
"OG0008816" "Lodge" "Pinsyl_asmbl_117276.p1.p1" "Birch" "Bpev01.c0171.g0041.m0001" "1.00e+00"
"OG0009321" "Lodge" "Pinsyl_asmbl_16859.p1.p1" "Birch" "Bpev01.c0027.g0132.m0001" "1.00e+00"
"OG0009350" "Lodge" "Pinsyl_asmbl_71801.p1.p1" "Birch" "Bpev01.c0442.g0022.m0001" "1.00e+00"
"OG0009775" "Lodge" "Pinsyl_asmbl_37807.p1.p1" "Birch" "Bpev01.c0606.g0008.m0001" "1.00e+00"
"OG0009803" "Lodge" "Pinsyl_asmbl_56021.p1.p1" "Birch" "Bpev01.c2051.g0001.m0001" "1.00e+00"
"OG0003499" "Lodge" "Pinsyl_asmbl_8117.p1.p1" "Cher" "FUN_038256-T1" "5.17e-02"
"OG0007653" "Lodge" "Pinsyl_asmbl_129651.p1.p1" "Cher" "FUN_034859-T1" "1.01e-01"
"OG0007574" "Lodge" "Pinsyl_asmbl_57250.p1.p1" "Cher" "FUN_005074-T1" "1.88e-01"
"OG0008069" "Lodge" "Pinsyl_asmbl_60449.p1.p1" "Cher" "FUN_022960-T1" "2.53e-01"
"OG0005159" "Lodge" "Pinsyl_asmbl_85735.p1.p1" "Cher" "FUN_029828-T1" "2.67e-01"
"OG0009775" "Lodge" "Pinsyl_asmbl_37807.p1.p1" "Cher" "FUN_000735-T1" "2.81e-01"
"OG0010665" "Lodge" "Pinsyl_asmbl_58992.p1.p1" "Cher" "FUN_017531-T1" "3.11e-01"
"OG0004156" "Lodge" "Pinsyl_asmbl_58042.p1.p1" "Cher" "FUN_005937-T1" "4.37e-01"
"OG0010317" "Lodge" "Pinsyl_asmbl_20641.p1.p1" "Cher" "FUN_037447-T1" "4.57e-01"
"OG0006724" "Lodge" "Pinsyl_asmbl_52198.p1.p1" "Cher" "FUN_007144-T1" "5.62e-01"
"OG0003042" "Lodge" "Pinsyl_asmbl_49130.p1.p1" "Cher" "FUN_033404-T1" "5.74e-01"
"OG0008077" "Lodge" "Pinsyl_asmbl_13826.p1.p1" "Cher" "FUN_030627-T1" "6.89e-01"
"OG0004942" "Lodge" "Pinsyl_asmbl_27245.p1.p1" "Cher" "FUN_032945-T1" "7.02e-01"
"OG0007921" "Lodge" "Pinsyl_asmbl_80508.p1.p1" "Cher" "FUN_004312-T1" "7.16e-01"
"OG0009803" "Lodge" "Pinsyl_asmbl_56021.p1.p1" "Cher" "FUN_000847-T1" "7.64e-01"
"OG0006437" "Lodge" "Pinsyl_asmbl_91953.p1.p1" "Cher" "FUN_025425-T1" "7.75e-01"
"OG0011527" "Lodge" "Pinsyl_asmbl_21780.p1.p1" "Cher" "FUN_031115-T1" "7.78e-01"
"OG0005316" "Lodge" "Pinsyl_asmbl_55027.p1.p1" "Cher" "FUN_032871-T1" "7.82e-01"
"OG0006721" "Lodge" "Pinsyl_asmbl_42347.p1.p1" "Cher" "FUN_030937-T1" "8.26e-01"
"OG0009350" "Lodge" "Pinsyl_asmbl_71801.p1.p1" "Cher" "FUN_025051-T1" "9.01e-01"
"OG0004173" "Lodge" "Pinsyl_asmbl_119408.p1.p1" "Cher" "FUN_003731-T1" "9.10e-01"
"OG0001550" "Lodge" "Pinsyl_asmbl_44623.p1.p1" "Cher" "FUN_004200-T1" "1.00e+00"
"OG0001770" "Lodge" "Pinsyl_asmbl_36534.p1.p1" "Cher" "FUN_013764-T1" "1.00e+00"
"OG0002306" "Lodge" "Pinsyl_asmbl_112022.p1.p1" "Cher" "FUN_015090-T1" "1.00e+00"
"OG0002322" "Lodge" "Pinsyl_asmbl_34272.p1.p1" "Cher" "FUN_032826-T1" "1.00e+00"
"OG0003061" "Lodge" "Pinsyl_asmbl_104608.p1.p1" "Cher" "FUN_018444-T1" "1.00e+00"
"OG0005897" "Lodge" "Pinsyl_asmbl_65160.p1.p1" "Cher" "FUN_002796-T1" "1.00e+00"
"OG0005999" "Lodge" "Pinsyl_asmbl_115184.p1.p1" "Cher" "FUN_033942-T1" "1.00e+00"
"OG0006959" "Lodge" "Pinsyl_asmbl_55977.p1.p1" "Cher" "FUN_005271-T1" "1.00e+00"
"OG0007678" "Lodge" "Pinsyl_asmbl_29290.p1.p1" "Cher" "FUN_039834-T1" "1.00e+00"
"OG0007710" "Lodge" "Pinsyl_asmbl_31402.p1.p1" "Cher" "FUN_015792-T1" "1.00e+00"
"OG0008008" "Lodge" "Pinsyl_asmbl_49750.p1.p1" "Cher" "FUN_029523-T1" "1.00e+00"
"OG0008802" "Lodge" "Pinsyl_asmbl_56609.p1.p1" "Cher" "FUN_021776-T1" "1.00e+00"
"OG0008816" "Lodge" "Pinsyl_asmbl_117276.p1.p1" "Cher" "FUN_010175-T1" "1.00e+00"
"OG0009321" "Lodge" "Pinsyl_asmbl_16859.p1.p1" "Cher" "FUN_011369-T1" "1.00e+00"
"OG0011529" "Lodge" "Pinsyl_asmbl_69857.p1.p1" "Cher" "FUN_001656-T1" "1.00e+00"
"OG0011626" "Lodge" "Pinsyl_asmbl_126402.p1.p1" "Cher" "FUN_006235-T1" "1.00e+00"
"OG0004942" "Asp" "Potra2n3c7106" "Nor" "PICAB_chr05_M00001333378" "6.29e-02"
"OG0000401" "Asp" "Potra2n4c8877" "Nor" "PICAB_cUL02_M00003569989" "7.48e-02"
"OG0009049" "Asp" "Potra2n8c17121" "Nor" "PICAB_chr01_M00000299087" "8.44e-02"
"OG0010224" "Asp" "Potra2n5c12370" "Nor" "PICAB_chr02_M00000454753" "8.64e-02"
"OG0006724" "Asp" "Potra2n9c19967" "Nor" "PICAB_sUL10_M00000344255" "1.02e-01"
"OG0001777" "Asp" "Potra2n10c20683" "Nor" "PICAB_chr04_M00000936384" "1.25e-01"
"OG0004173" "Asp" "Potra2n10c21975" "Nor" "PICAB_chr11_M00002994309" "1.49e-01"
"OG0001770" "Asp" "Potra2n1c2596" "Nor" "PICAB_chr07_M00001809805" "1.73e-01"
"OG0001777" "Asp" "Potra2n10c20684" "Nor" "PICAB_chr04_M00000936384" "1.78e-01"
"OG0003042" "Asp" "Potra2n1c1185" "Nor" "PICAB_chr08_M00002213273" "2.18e-01"
"OG0001328" "Asp" "Potra2n5c11765" "Nor" "PICAB_chr10_M00002899866" "2.36e-01"
"OG0001550" "Asp" "Potra2n4c10134" "Nor" "PICAB_chr03_M00000855637" "2.84e-01"
"OG0005316" "Asp" "Potra2n404s35536" "Nor" "PICAB_chr01_M00000321828" "3.45e-01"
"OG0004799" "Asp" "Potra2n4c9895" "Nor" "PICAB_chr12_M00003398485" "3.46e-01"
"OG0004156" "Asp" "Potra2n14c26489" "Nor" "PICAB_chr10_M00002653107" "3.56e-01"
"OG0001328" "Asp" "Potra2n7c16495" "Nor" "PICAB_chr10_M00002899866" "3.60e-01"
"OG0001777" "Asp" "Potra2n16c30219" "Nor" "PICAB_chr04_M00000936384" "4.18e-01"
"OG0001770" "Asp" "Potra2n1c2596" "Nor" "PICAB_chr07_M00001810187" "4.18e-01"
"OG0005699" "Asp" "Potra2n3c7554" "Nor" "PICAB_chr07_M00001827732" "4.57e-01"
"OG0002322" "Asp" "Potra2n81s34503" "Nor" "PICAB_chr04_M00000999206" "5.56e-01"
"OG0001777" "Asp" "Potra2n8c17170" "Nor" "PICAB_chr04_M00000936384" "5.89e-01"
"OG0003061" "Asp" "Potra2n16c29649" "Nor" "PICAB_chr01_M00000165463" "6.09e-01"
"OG0003499" "Asp" "Potra2n6c14268" "Nor" "PICAB_chr01_M00000249491" "6.13e-01"
"OG0001777" "Asp" "Potra2n8c17169" "Nor" "PICAB_chr04_M00000936384" "6.19e-01"
"OG0007710" "Asp" "Potra2n1c2919" "Nor" "PICAB_chr08_M00002333903" "6.29e-01"
"OG0008802" "Asp" "Potra2n16c30003" "Nor" "PICAB_chr01_M00000039537" "6.45e-01"
"OG0004799" "Asp" "Potra2n9c19013" "Nor" "PICAB_chr12_M00003398485" "6.65e-01"
"OG0001770" "Asp" "Potra2n6c13863" "Nor" "PICAB_chr07_M00001810187" "6.66e-01"
"OG0005699" "Asp" "Potra2n1c1095" "Nor" "PICAB_chr07_M00001827732" "7.11e-01"
"OG0004942" "Asp" "Potra2n3c7106" "Nor" "PICAB_chr05_M00001332600" "7.45e-01"
"OG0002433" "Asp" "Potra2n14c26806" "Nor" "PICAB_chr12_M00003273504" "7.47e-01"
"OG0007912" "Asp" "Potra2n2c5893" "Nor" "PICAB_chr08_M00002156856" "7.48e-01"
"OG0005102" "Asp" "Potra2n5c11314" "Nor" "PICAB_chr07_M00002030721" "7.63e-01"
"OG0001770" "Asp" "Potra2n1c2596" "Nor" "PICAB_chr06_M00001695250" "7.65e-01"
"OG0001770" "Asp" "Potra2n6c13863" "Nor" "PICAB_chr07_M00001809805" "8.08e-01"
"OG0005999" "Asp" "Potra2n11c23343" "Nor" "PICAB_chr09_M00002426945" "8.25e-01"
"OG0012475" "Asp" "Potra2n5c11845" "Nor" "PICAB_chr01_M00000193233" "8.34e-01"
"OG0004156" "Asp" "Potra2n14c26537" "Nor" "PICAB_chr07_M00001877731" "8.55e-01"
"OG0003310" "Asp" "Potra2n1c104" "Nor" "PICAB_chr12_M00003420334" "8.67e-01"
"OG0004173" "Asp" "Potra2n8c18307" "Nor" "PICAB_chr11_M00002994309" "8.74e-01"
"OG0002322" "Asp" "Potra2n81s34503" "Nor" "PICAB_chr04_M00000999238" "8.99e-01"
"OG0003042" "Asp" "Potra2n3c7659" "Nor" "PICAB_chr08_M00002213273" "9.11e-01"
"OG0001770" "Asp" "Potra2n1c2596" "Nor" "PICAB_chr07_M00001810181" "9.60e-01"
"OG0010653" "Asp" "Potra2n4c8701" "Nor" "PICAB_cUL04_M00003556544" "9.85e-01"
"OG0003310" "Asp" "Potra2n1c104" "Nor" "PICAB_chr06_M00001702581" "9.90e-01"
"OG0007574" "Asp" "Potra2n10c20104" "Nor" "PICAB_chr02_M00000573827" "1.00e+00"
"OG0009750" "Asp" "Potra2n10c20474" "Nor" "PICAB_chr08_M00002195676" "1.00e+00"
